key_pair,time_setup,time_interval,time_return,time_total,setup_source,interval_source,return_source
SS,201.6,160,200.0,793.9281613056228,136M_empirical,136M_empirical,136M_empirical
ST,201.6,166,200.0,888.7517347124126,136M_empirical,136M_empirical,136M_empirical
SU,201.6,142,213.6,731.4622228019817,136M_empirical,136M_empirical,136M_empirical
SV,201.6,216,234.6,662.9510025277139,136M_empirical,136M_mirror,136M_empirical
SW,201.6,229.0,200.0,809.478490298826,136M_empirical,136M_empirical,136M_empirical
SX,201.6,448,200,850.310919141547,136M_empirical,max_fallback,136M_empirical
SY,201.6,179,200.0,654.7292211610797,136M_empirical,136M_empirical,136M_empirical
SZ,201.6,448,400,1053.9397348947982,136M_empirical,max_fallback,136M_empirical
S[,201.6,180,200.0,622.6325015433137,136M_empirical,136M_mirror,136M_average
T',200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
"T,",200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_mirror
T.,200.0,448,200,848.0,136M_empirical,max_fallback,136M_mirror
T/,200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
T;,200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
TA,200.0,147,200,774.5876060740582,136M_empirical,136M_empirical,136M_empirical
TB,200.0,264.0,286.2,765.3993460295885,136M_empirical,136M_empirical,136M_empirical
TC,200.0,243.0,200.0,693.0673525867028,136M_empirical,136M_empirical,136M_empirical
TD,200.0,448,206.4,865.0710599725926,136M_empirical,max_fallback,136M_empirical
TE,200.0,146,211.5,900.9962314734826,136M_empirical,136M_empirical,136M_empirical
TF,200.0,309,244.5,776.4733215335477,136M_empirical,136M_empirical,136M_empirical
TG,200.0,236.0,200,649.2970448896053,136M_empirical,136M_empirical,136M_empirical
TH,200.0,104,200,1093.7624915824636,136M_empirical,136M_empirical,136M_empirical
TI,200.0,116,203.4,882.0291749838444,136M_empirical,136M_empirical,136M_empirical
TJ,200.0,448,244.5,895.2096304865222,136M_empirical,max_fallback,136M_mirror
TK,200.0,224.0,200.0,630.1383501732681,136M_empirical,136M_empirical,136M_empirical
TL,200.0,152.0,211.5,661.2492941660853,136M_empirical,136M_empirical,136M_empirical
TM,200.0,209,200,659.3986418317407,136M_empirical,136M_empirical,136M_empirical
TN,200.0,224.0,227.4,682.1518131765415,136M_empirical,136M_empirical,136M_empirical
TO,200.0,102,233.1,854.3817675531218,136M_empirical,136M_empirical,136M_empirical
TP,200.0,312.0,200,731.9296953463298,136M_empirical,136M_empirical,136M_empirical
TQ,200.0,448,218.4,868.747964707333,136M_empirical,max_fallback,136M_empirical
TR,200.0,189,200,792.9553313371539,136M_empirical,136M_empirical,136M_empirical
TS,200.0,183,200.0,764.5055908826162,136M_empirical,136M_empirical,136M_empirical
TT,200.0,154.0,200.0,682.9017881042658,136M_empirical,136M_empirical,136M_empirical
TU,200.0,152.0,213.6,723.2630478177554,136M_empirical,136M_empirical,136M_empirical
TV,200.0,448,234.6,892.6789401134197,136M_empirical,max_fallback,136M_empirical
TW,200.0,199.0,200.0,688.360067864515,136M_empirical,136M_empirical,136M_empirical
TX,200.0,374.0,200,776.7920994478822,136M_empirical,136M_empirical,136M_empirical
TY,200.0,152,200.0,700.8391633180764,136M_empirical,136M_empirical,136M_empirical
TZ,200.0,448,400,1066.834911124438,136M_empirical,max_fallback,136M_empirical
T[,200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
U',266.7,448,200.0,914.7,136M_empirical,max_fallback,136M_average
"U,",266.7,264,200.0,800.0086053390735,136M_empirical,136M_mirror,136M_mirror
U.,266.7,448,200,914.7,136M_empirical,max_fallback,136M_mirror
U/,266.7,448,200.0,1082.7050486473242,136M_empirical,max_fallback,136M_average
U;,266.7,448,200.0,914.7,136M_empirical,max_fallback,136M_average
UA,266.7,160,200,875.4,136M_empirical,136M_empirical,136M_empirical
UB,266.7,224,286.2,869.589003368665,136M_empirical,136M_empirical,136M_empirical
UC,266.7,143,200.0,744.8873610732961,136M_empirical,136M_empirical,136M_empirical
UD,266.7,162,206.4,729.2631422742327,136M_empirical,136M_empirical,136M_empirical
UE,266.7,136.0,211.5,833.5971237713045,136M_empirical,136M_empirical,136M_empirical
UF,266.7,161.0,244.5,714.2626631624237,136M_empirical,136M_empirical,136M_empirical
UG,266.7,148.0,200,726.2039729221345,136M_empirical,136M_empirical,136M_empirical
UH,266.7,235,200,760.8086420699799,136M_empirical,136M_mirror,136M_empirical
UI,266.7,159,203.4,982.1802582171283,136M_empirical,136M_empirical,136M_empirical
UJ,266.7,256.0,244.5,783.5928734980222,136M_empirical,136M_mirror,136M_mirror
UK,266.7,227.0,200.0,787.5881840857519,136M_empirical,136M_empirical,136M_empirical
UL,266.7,176.0,211.5,837.942468853931,136M_empirical,136M_empirical,136M_empirical
UM,266.7,208,200,798.9025698658962,136M_empirical,136M_empirical,136M_empirical
UN,266.7,191,227.4,881.3666473191438,136M_empirical,136M_empirical,136M_empirical
UO,266.7,192.0,233.1,723.5481700949966,136M_empirical,136M_empirical,136M_empirical
UP,266.7,168,200,749.7016188402343,136M_empirical,136M_empirical,136M_empirical
UQ,266.7,222,218.4,712.7414180325412,136M_empirical,136M_mirror,136M_empirical
UR,266.7,135.0,200,832.040525970194,136M_empirical,136M_empirical,136M_empirical
US,266.7,128,200.0,805.3756682172644,136M_empirical,136M_empirical,136M_empirical
UT,266.7,135.0,200.0,800.6287710625941,136M_empirical,136M_empirical,136M_empirical
UU,266.7,155.0,213.6,690.7186737442893,136M_empirical,136M_mirror,136M_empirical
UV,266.7,361.0,234.6,878.6176349654212,136M_empirical,136M_empirical,136M_empirical
UW,266.7,122,200.0,849.1327155387959,136M_empirical,136M_mirror,136M_empirical
UX,266.7,448,200,933.7505782141112,136M_empirical,max_fallback,136M_empirical
UY,266.7,184.0,200.0,671.2722499131901,136M_empirical,136M_empirical,136M_empirical
UZ,266.7,448,400,1127.7889005543973,136M_empirical,max_fallback,136M_empirical
U[,266.7,222,200.0,712.7414180325412,136M_empirical,136M_mirror,136M_average
V',232.79999999999998,448,200.0,880.8,136M_empirical,max_fallback,136M_average
"V,",232.79999999999998,284,200.0,716.8,136M_empirical,136M_mirror,136M_mirror
V.,232.79999999999998,448,200,880.8,136M_empirical,max_fallback,136M_mirror
V/,232.79999999999998,448,200.0,1055.6248115726373,136M_empirical,max_fallback,136M_average
V;,232.79999999999998,448,200.0,880.8,136M_empirical,max_fallback,136M_average
VA,232.79999999999998,159,200,854.4,136M_empirical,136M_empirical,136M_empirical
VB,232.79999999999998,448,286.2,969.3353557855369,136M_empirical,max_fallback,136M_empirical
VC,232.79999999999998,448,200.0,884.9714640958373,136M_empirical,max_fallback,136M_empirical
VD,232.79999999999998,448,206.4,892.0064785848446,136M_empirical,max_fallback,136M_empirical
VE,232.79999999999998,144,211.5,872.4783503384566,136M_empirical,136M_empirical,136M_empirical
VF,232.79999999999998,448,244.5,927.0103795629856,136M_empirical,max_fallback,136M_empirical
VG,232.79999999999998,448,200,883.3979683645156,136M_empirical,max_fallback,136M_empirical
VH,232.79999999999998,448,200,883.2484410838742,136M_empirical,max_fallback,136M_empirical
VI,232.79999999999998,137.0,203.4,809.4541541092806,136M_empirical,136M_empirical,136M_empirical
VJ,232.79999999999998,216,244.5,694.2747736401321,136M_empirical,136M_mirror,136M_mirror
VK,232.79999999999998,255,200.0,688.2704901335001,136M_empirical,136M_empirical,136M_empirical
VL,232.79999999999998,144.0,211.5,645.3025366043686,136M_empirical,136M_mirror,136M_empirical
VM,232.79999999999998,366,200,811.7229541415451,136M_empirical,136M_mirror,136M_empirical
VN,232.79999999999998,448,227.4,911.4651772860213,136M_empirical,max_fallback,136M_empirical
VO,232.79999999999998,130,233.1,678.8816380560859,136M_empirical,136M_empirical,136M_empirical
VP,232.79999999999998,448,200,884.5681739741976,136M_empirical,max_fallback,136M_empirical
VQ,232.79999999999998,184,218.4,743.1012587955652,136M_empirical,136M_mirror,136M_empirical
VR,232.79999999999998,200,200,725.5199890645288,136M_empirical,136M_mirror,136M_empirical
VS,232.79999999999998,228.0,200.0,667.7147491234289,136M_empirical,136M_mirror,136M_empirical
VT,232.79999999999998,448,200.0,884.8276787028009,136M_empirical,max_fallback,136M_empirical
VU,232.79999999999998,216.0,213.6,676.5316497218292,136M_empirical,136M_mirror,136M_empirical
VV,232.79999999999998,151.0,234.6,653.9529705156486,136M_empirical,136M_mirror,136M_empirical
VW,232.79999999999998,145,200.0,765.8407690290429,136M_empirical,136M_mirror,136M_empirical
VX,232.79999999999998,448,200,881.4380014906411,136M_empirical,max_fallback,136M_empirical
VY,232.79999999999998,192.0,200.0,646.1241163492577,136M_empirical,136M_empirical,136M_empirical
VZ,232.79999999999998,448,400,1081.507517689551,136M_empirical,max_fallback,136M_empirical
V[,232.79999999999998,184,200.0,743.1012587955652,136M_empirical,136M_mirror,136M_average
W',200.0,448,200.0,916.8,136M_empirical,max_fallback,136M_average
"W,",200.0,175.0,200.0,771.0683133689645,136M_empirical,136M_mirror,136M_mirror
W.,200.0,246.5,200,757.4122963600176,136M_empirical,136M_mirror,136M_mirror
W/,200.0,199.0,200.0,885.6585790904345,136M_empirical,136M_mirror,136M_average
W;,200.0,448,200.0,916.8,136M_empirical,max_fallback,136M_average
WA,200.0,155.0,200,916.8,136M_empirical,136M_empirical,136M_empirical
WB,200.0,448,286.2,943.7993622255237,136M_empirical,max_fallback,136M_empirical
WC,200.0,448,200.0,916.8,136M_empirical,max_fallback,136M_empirical
WD,200.0,177.0,206.4,724.6869241717195,136M_empirical,136M_mirror,136M_empirical
WE,200.0,162.0,211.5,761.216367778733,136M_empirical,136M_empirical,136M_empirical
WF,200.0,280,244.5,818.8693250541645,136M_empirical,136M_mirror,136M_empirical
WG,200.0,197,200,710.9969742969577,136M_empirical,136M_mirror,136M_empirical
WH,200.0,136.0,200,772.3133210191647,136M_empirical,136M_empirical,136M_empirical
WI,200.0,111.0,203.4,705.6119288382873,136M_empirical,136M_empirical,136M_empirical
WJ,200.0,116.0,244.5,968.5005094143272,136M_empirical,136M_mirror,136M_mirror
WK,200.0,242,200.0,750.1800018304098,136M_empirical,136M_empirical,136M_empirical
WL,200.0,192,211.5,770.9972721384704,136M_empirical,136M_empirical,136M_empirical
WM,200.0,290.0,200,786.0807957315512,136M_empirical,136M_empirical,136M_empirical
WN,200.0,138,227.4,652.892179788827,136M_empirical,136M_empirical,136M_empirical
WO,200.0,112.0,233.1,769.404205746767,136M_empirical,136M_empirical,136M_empirical
WP,200.0,448,200,916.8,136M_empirical,max_fallback,136M_empirical
WQ,200.0,174.0,218.4,790.528308202831,136M_empirical,136M_mirror,136M_empirical
WR,200.0,194.5,200,880.1929714599913,136M_empirical,136M_empirical,136M_empirical
WS,200.0,236,200.0,861.2110852557207,136M_empirical,136M_empirical,136M_empirical
WT,200.0,232,200.0,656.7408611891834,136M_empirical,136M_empirical,136M_empirical
WU,200.0,122,213.6,944.3827865228308,136M_empirical,136M_mirror,136M_empirical
WV,200.0,147,234.6,846.8859350133274,136M_empirical,136M_mirror,136M_empirical
WW,200.0,149,200.0,794.0349803208807,136M_empirical,136M_mirror,136M_empirical
WX,200.0,448,200,916.8,136M_empirical,max_fallback,136M_empirical
WY,200.0,287.5,200.0,702.3226753545838,136M_empirical,136M_empirical,136M_empirical
WZ,200.0,448,400,1048.0,136M_empirical,max_fallback,136M_empirical
W[,200.0,174.0,200.0,790.528308202831,136M_empirical,136M_mirror,136M_average
X',400.0,448,200.0,1048.0,136M_empirical,max_fallback,136M_average
"X,",400.0,448,200.0,1048.0,136M_empirical,max_fallback,136M_mirror
X.,400.0,448,200,1048.0,136M_empirical,max_fallback,136M_mirror
X/,400.0,448,200.0,1248.0,136M_empirical,max_fallback,136M_average
X;,400.0,448,200.0,1048.0,136M_empirical,max_fallback,136M_average
XA,400.0,208,200,1048.0,136M_empirical,136M_empirical,136M_empirical
XB,400.0,448,286.2,1136.3326482128514,136M_empirical,max_fallback,136M_empirical
XC,400.0,233,200.0,883.380029053419,136M_empirical,136M_empirical,136M_empirical
XD,400.0,448,206.4,1054.551640986123,136M_empirical,max_fallback,136M_empirical
XE,400.0,224.0,211.5,881.1667303911398,136M_empirical,136M_empirical,136M_empirical
XF,400.0,448,244.5,1105.3968438208021,136M_empirical,max_fallback,136M_empirical
XG,400.0,448,200,1048.7609709212927,136M_empirical,max_fallback,136M_empirical
XH,400.0,448,200,1067.633135513728,136M_empirical,max_fallback,136M_empirical
XI,400.0,173,203.4,838.0268625105048,136M_empirical,136M_empirical,136M_empirical
XJ,400.0,448,244.5,1093.220487969642,136M_empirical,max_fallback,136M_mirror
XK,400.0,448,200.0,1054.4,136M_empirical,max_fallback,136M_empirical
XL,400.0,188.0,211.5,806.521626144015,136M_empirical,136M_empirical,136M_empirical
XM,400.0,448,200,1082.6,136M_empirical,max_fallback,136M_empirical
XN,400.0,448,227.4,1077.1573565502256,136M_empirical,max_fallback,136M_empirical
XO,400.0,448,233.1,1096.771790752759,136M_empirical,max_fallback,136M_empirical
XP,400.0,160.0,200,840.4489637340104,136M_empirical,136M_empirical,136M_empirical
XQ,400.0,448,218.4,1071.1402324982328,136M_empirical,max_fallback,136M_empirical
XR,400.0,448,200,1061.6,136M_empirical,max_fallback,136M_empirical
XS,400.0,448,200.0,1059.5,136M_empirical,max_fallback,136M_empirical
XT,400.0,209.0,200.0,876.1035868435823,136M_empirical,136M_empirical,136M_empirical
XU,400.0,233.5,213.6,868.1397096506983,136M_empirical,136M_empirical,136M_empirical
XV,400.0,448,234.6,1095.8410393630422,136M_empirical,max_fallback,136M_empirical
XW,400.0,448,200.0,1081.1,136M_empirical,max_fallback,136M_empirical
XX,400.0,448,200,1063.9866732125433,136M_empirical,max_fallback,136M_empirical
XY,400.0,448,200.0,1063.2981849424782,136M_empirical,max_fallback,136M_empirical
XZ,400.0,448,400,1248.0756357321286,136M_empirical,max_fallback,136M_empirical
X[,400.0,448,200.0,1048.0,136M_empirical,max_fallback,136M_average
Y',209.1,448,200.0,857.1,136M_empirical,max_fallback,136M_average
"Y,",209.1,448,200.0,857.1,136M_empirical,max_fallback,136M_mirror
Y.,209.1,448,200,857.1,136M_empirical,max_fallback,136M_mirror
Y/,209.1,448,200.0,857.1,136M_empirical,max_fallback,136M_average
Y;,209.1,448,200.0,857.1,136M_empirical,max_fallback,136M_average
YA,209.1,146,200,593.8486288404847,136M_empirical,136M_empirical,136M_empirical
YB,209.1,229,286.2,744.2408331353907,136M_empirical,136M_empirical,136M_empirical
YC,209.1,287.5,200.0,732.411180622283,136M_empirical,136M_empirical,136M_empirical
YD,209.1,216.0,206.4,656.7713568981535,136M_empirical,136M_empirical,136M_empirical
YE,209.1,129,211.5,644.4178253816305,136M_empirical,136M_empirical,136M_empirical
YF,209.1,448,244.5,909.5912904476253,136M_empirical,max_fallback,136M_empirical
YG,209.1,448,200,872.4481162175014,136M_empirical,max_fallback,136M_empirical
YH,209.1,448,200,863.6395956278769,136M_empirical,max_fallback,136M_empirical
YI,209.1,176,203.4,641.1055600776542,136M_empirical,136M_empirical,136M_empirical
YJ,209.1,448,244.5,902.3845758613388,136M_empirical,max_fallback,136M_mirror
YK,209.1,448,200.0,862.1769425541396,136M_empirical,max_fallback,136M_empirical
YL,209.1,211,211.5,669.0677441305079,136M_empirical,136M_empirical,136M_empirical
YM,209.1,238.0,200,694.7218711845833,136M_empirical,136M_empirical,136M_empirical
YN,209.1,229.0,227.4,700.9227642818361,136M_empirical,136M_empirical,136M_empirical
YO,209.1,120.0,233.1,682.9612964252927,136M_empirical,136M_empirical,136M_empirical
YP,209.1,303.0,200,760.9684061260814,136M_empirical,136M_empirical,136M_empirical
YQ,209.1,448,218.4,876.0440517712489,136M_empirical,max_fallback,136M_empirical
YR,209.1,448,200,884.1578376518561,136M_empirical,136M_empirical,136M_empirical
YS,209.1,145.0,200.0,651.0381943045112,136M_empirical,136M_empirical,136M_empirical
YT,209.1,174.0,200.0,622.9785162023671,136M_empirical,136M_empirical,136M_empirical
YU,209.1,448,213.6,881.5086974697884,136M_empirical,max_fallback,136M_empirical
YV,209.1,448,234.6,895.308469891136,136M_empirical,max_fallback,136M_empirical
YW,209.1,185,200.0,611.6891858919598,136M_empirical,136M_empirical,136M_empirical
YX,209.1,448,200,860.3169991228149,136M_empirical,max_fallback,136M_empirical
YY,209.1,448,200.0,859.1214581137403,136M_empirical,max_fallback,136M_empirical
YZ,209.1,448,400,1069.8312063364717,136M_empirical,max_fallback,136M_empirical
Y[,209.1,448,200.0,857.1,136M_empirical,max_fallback,136M_average
Z',200,448,200.0,859.5,136M_empirical,max_fallback,136M_average
"Z,",200,448,200.0,859.5,136M_empirical,max_fallback,136M_mirror
Z.,200,448,200,859.5,136M_empirical,max_fallback,136M_mirror
Z/,200,448,200.0,1059.5,136M_empirical,max_fallback,136M_average
Z;,200,448,200.0,859.5,136M_empirical,max_fallback,136M_average
ZA,200,242,200,859.5,136M_empirical,136M_empirical,136M_empirical
ZB,200,448,286.2,938.1045076961335,136M_empirical,max_fallback,136M_empirical
ZC,200,448,200.0,859.5,136M_empirical,max_fallback,136M_empirical
ZD,200,448,206.4,859.5,136M_empirical,max_fallback,136M_empirical
ZE,200,224.0,211.5,704.797258536101,136M_empirical,136M_empirical,136M_empirical
ZF,200,448,244.5,904.0,136M_empirical,max_fallback,136M_empirical
ZG,200,448,200,859.5,136M_empirical,max_fallback,136M_empirical
ZH,200,291.0,200,702.5,136M_empirical,136M_empirical,136M_empirical
ZI,200,448,203.4,885.2949052252288,136M_empirical,max_fallback,136M_empirical
ZJ,200,448,244.5,904.0,136M_empirical,max_fallback,136M_mirror
ZK,200,448,200.0,865.9,136M_empirical,max_fallback,136M_empirical
ZL,200,448,211.5,870.0026131279815,136M_empirical,max_fallback,136M_empirical
ZM,200,448,200,894.1,136M_empirical,max_fallback,136M_empirical
ZN,200,448,227.4,878.6574203028407,136M_empirical,max_fallback,136M_empirical
ZO,200,251.5,233.1,710.5514981047035,136M_empirical,136M_empirical,136M_empirical
ZP,200,448,200,859.5,136M_empirical,max_fallback,136M_empirical
ZQ,200,448,218.4,867.569737438476,136M_empirical,max_fallback,136M_empirical
ZR,200,448,200,873.1,136M_empirical,max_fallback,136M_empirical
ZS,200,448.0,200.0,871.0,136M_empirical,136M_empirical,136M_empirical
ZT,200,448,200.0,852.1919963730842,136M_empirical,max_fallback,136M_empirical
ZU,200,448,213.6,875.5302977990686,136M_empirical,max_fallback,136M_empirical
ZV,200,448,234.6,885.9980887420746,136M_empirical,max_fallback,136M_empirical
ZW,200,448,200.0,892.6,136M_empirical,max_fallback,136M_empirical
ZX,200,448,200,859.5,136M_empirical,max_fallback,136M_empirical
ZY,200,157,200.0,571.6071508786125,136M_empirical,136M_empirical,136M_empirical
ZZ,200,448,400,1063.5553150086846,136M_empirical,max_fallback,136M_empirical
Z[,200,448,200.0,859.5,136M_empirical,max_fallback,136M_average
[',211.5,448,200.0,867.9,136M_average,max_fallback,136M_average
"[,",211.5,448,200.0,878.0359787813171,136M_average,max_fallback,136M_mirror
[.,211.5,448,200,869.5520334370494,136M_average,max_fallback,136M_mirror
[/,211.5,448,200.0,1072.0022674469683,136M_average,max_fallback,136M_average
[;,211.5,448,200.0,867.9,136M_average,max_fallback,136M_average
[A,211.5,448,200,867.9,136M_average,max_fallback,136M_empirical
[B,211.5,448,286.2,945.7,136M_average,max_fallback,136M_empirical
[C,211.5,448,200.0,867.9,136M_average,max_fallback,136M_empirical
[D,211.5,448,206.4,876.2586706122631,136M_average,max_fallback,136M_empirical
[E,211.5,201.0,211.5,733.6741044718786,136M_average,136M_mirror,136M_empirical
[F,211.5,448,244.5,914.9158102978994,136M_average,max_fallback,136M_empirical
[G,211.5,203.0,200,718.6001357000555,136M_average,136M_mirror,136M_empirical
[H,211.5,328,200,754.1084335399206,136M_average,136M_mirror,136M_empirical
[I,211.5,141,203.4,788.5246993318973,136M_average,136M_mirror,136M_empirical
[J,211.5,448,244.5,923.7432881254872,136M_average,max_fallback,136M_mirror
[K,211.5,199.0,200.0,635.5395088104011,136M_average,136M_mirror,136M_empirical
[L,211.5,179.0,211.5,671.5192730824045,136M_average,136M_mirror,136M_empirical
[M,211.5,448,200,906.5427333417406,136M_average,max_fallback,136M_empirical
[N,211.5,448,227.4,886.9,136M_average,max_fallback,136M_empirical
[O,211.5,448,233.1,892.6,136M_average,max_fallback,136M_empirical
[P,211.5,448,200,867.9,136M_average,max_fallback,136M_empirical
[Q,211.5,152,218.4,687.1279814907501,136M_average,136M_mirror,136M_empirical
[R,211.5,184,200,718.2464911006712,136M_average,136M_mirror,136M_empirical
[S,211.5,184,200.0,775.5521146576428,136M_average,136M_mirror,136M_empirical
[T,211.5,448,200.0,859.5,136M_average,max_fallback,136M_empirical
[U,211.5,144,213.6,779.2255661115656,136M_average,136M_mirror,136M_empirical
[V,211.5,240.0,234.6,698.8855374781712,136M_average,136M_mirror,136M_empirical
[W,211.5,179.0,200.0,819.8399893496531,136M_average,136M_mirror,136M_empirical
[X,211.5,448,200,867.9,136M_average,max_fallback,136M_empirical
[Y,211.5,448,200.0,859.5,136M_average,max_fallback,136M_empirical
[Z,211.5,448,400,1059.5,136M_average,max_fallback,136M_empirical
[[,211.5,152,200.0,687.1279814907501,136M_average,136M_mirror,136M_average
