key_pair,time_setup,time_interval,time_return,time_total,setup_source,interval_source,return_source
IA,202.79999999999998,145.0,200,881.4,136M_empirical,136M_empirical,136M_empirical
IB,202.79999999999998,179.0,286.2,765.8260406587856,136M_empirical,136M_empirical,136M_empirical
IC,202.79999999999998,148.0,200.0,812.2305829685745,136M_empirical,136M_empirical,136M_empirical
ID,202.79999999999998,132,206.4,711.001443731814,136M_empirical,136M_empirical,136M_empirical
IE,202.79999999999998,134,211.5,742.1137350084347,136M_empirical,136M_empirical,136M_empirical
IF,202.79999999999998,142.0,244.5,730.0209209492061,136M_empirical,136M_empirical,136M_empirical
IG,202.79999999999998,152.0,200,716.648757081339,136M_empirical,136M_empirical,136M_empirical
IH,202.79999999999998,224,200,765.1728720268418,136M_empirical,136M_mirror,136M_empirical
II,202.79999999999998,160.0,203.4,796.9260078147472,136M_empirical,136M_mirror,136M_empirical
IJ,202.79999999999998,314.0,244.5,809.7490972780444,136M_empirical,136M_empirical,136M_mirror
IK,202.79999999999998,182.0,200.0,969.0082391435833,136M_empirical,136M_empirical,136M_empirical
IL,202.79999999999998,179,211.5,979.598049039861,136M_empirical,136M_empirical,136M_empirical
IM,202.79999999999998,163,200,834.6248552585286,136M_empirical,136M_empirical,136M_empirical
IN,202.79999999999998,131.0,227.4,1049.548936985912,136M_empirical,136M_empirical,136M_empirical
IO,202.79999999999998,116,233.1,837.7387701760974,136M_empirical,136M_empirical,136M_empirical
IP,202.79999999999998,200,200,695.8206685185478,136M_empirical,136M_empirical,136M_empirical
IQ,202.79999999999998,320.0,218.4,773.9161269520381,136M_empirical,136M_empirical,136M_empirical
IR,202.79999999999998,133,200,755.717762339473,136M_empirical,136M_empirical,136M_empirical
IS,202.79999999999998,119,200.0,854.2017991705695,136M_empirical,136M_empirical,136M_empirical
IT,202.79999999999998,142.0,200.0,876.4401014123555,136M_empirical,136M_empirical,136M_empirical
IU,202.79999999999998,208.0,213.6,989.4494167104409,136M_empirical,136M_empirical,136M_empirical
IV,202.79999999999998,152.0,234.6,766.4178980418142,136M_empirical,136M_empirical,136M_empirical
IW,202.79999999999998,258.5,200.0,713.2966524817045,136M_empirical,136M_empirical,136M_empirical
IX,202.79999999999998,207.0,200,655.7181413821368,136M_empirical,136M_empirical,136M_empirical
IY,202.79999999999998,448,200.0,854.8522632912174,136M_empirical,max_fallback,136M_empirical
IZ,202.79999999999998,248.0,400,929.7041971331673,136M_empirical,136M_empirical,136M_empirical
I[,202.79999999999998,160.0,200.0,722.6391839859056,136M_empirical,136M_mirror,136M_average
J',200.0,448,200.0,895.8,136M_empirical,max_fallback,136M_average
"J,",200.0,448,200.0,902.7126984789669,136M_empirical,max_fallback,136M_mirror
J.,200.0,448,200,896.8682613400213,136M_empirical,max_fallback,136M_mirror
J/,200.0,448,200.0,1096.1448208008705,136M_empirical,max_fallback,136M_average
J;,200.0,448,200.0,895.8,136M_empirical,max_fallback,136M_average
JA,200.0,183,200,895.8,136M_empirical,136M_empirical,136M_empirical
JB,200.0,448,286.2,936.3080424958622,136M_empirical,max_fallback,136M_empirical
JC,200.0,448,200.0,895.8,136M_empirical,max_fallback,136M_empirical
JD,200.0,448,206.4,898.5737904638357,136M_empirical,max_fallback,136M_empirical
JE,200.0,160,211.5,737.8235536444132,136M_empirical,136M_empirical,136M_empirical
JF,200.0,448,244.5,942.3689154913146,136M_empirical,max_fallback,136M_empirical
JG,200.0,448,200,899.429220267626,136M_empirical,max_fallback,136M_empirical
JH,200.0,448,200,902.2763767195125,136M_empirical,max_fallback,136M_empirical
JI,200.0,199,203.4,775.1650049637149,136M_empirical,136M_empirical,136M_empirical
JJ,200.0,154,244.5,765.6011115488967,136M_empirical,136M_mirror,136M_mirror
JK,200.0,448,200.0,908.5629778960242,136M_empirical,max_fallback,136M_empirical
JL,200.0,208.5,211.5,678.955202759937,136M_empirical,136M_mirror,136M_empirical
JM,200.0,448,200,931.4632622289984,136M_empirical,max_fallback,136M_empirical
JN,200.0,448,227.4,878.5894691381216,136M_empirical,max_fallback,136M_empirical
JO,200.0,160,233.1,707.9278086768596,136M_empirical,136M_empirical,136M_empirical
JP,200.0,448,200,895.8,136M_empirical,max_fallback,136M_empirical
JQ,200.0,448,218.4,899.8579763318179,136M_empirical,max_fallback,136M_empirical
JR,200.0,132,200,689.9053702324458,136M_empirical,136M_mirror,136M_empirical
JS,200.0,130,200.0,668.5526583955634,136M_empirical,136M_mirror,136M_empirical
JT,200.0,448,200.0,850.5748717646637,136M_empirical,max_fallback,136M_empirical
JU,200.0,181.0,213.6,777.9328958036375,136M_empirical,136M_empirical,136M_empirical
JV,200.0,223.5,234.6,678.8962609537592,136M_empirical,136M_mirror,136M_empirical
JW,200.0,114,200.0,813.2272830369462,136M_empirical,136M_mirror,136M_empirical
JX,200.0,448,200,895.8,136M_empirical,max_fallback,136M_empirical
JY,200.0,448,200.0,849.3617997876623,136M_empirical,max_fallback,136M_empirical
JZ,200.0,448,400,1048.2628390755476,136M_empirical,max_fallback,136M_empirical
J[,200.0,448,200.0,899.8579763318179,136M_empirical,max_fallback,136M_average
K',215.1,448,200.0,863.1,136M_empirical,max_fallback,136M_average
"K,",215.1,288.0,200.0,703.120231694275,136M_empirical,136M_mirror,136M_mirror
K.,215.1,448,200,863.1,136M_empirical,max_fallback,136M_mirror
K/,215.1,448,200.0,1050.155381676923,136M_empirical,max_fallback,136M_average
K;,215.1,448,200.0,863.1,136M_empirical,max_fallback,136M_average
KA,215.1,163,200,848.0,136M_empirical,136M_empirical,136M_empirical
KB,215.1,280,286.2,790.0960314081475,136M_empirical,136M_empirical,136M_empirical
KC,215.1,448,200.0,867.181463816843,136M_empirical,max_fallback,136M_empirical
KD,215.1,288,206.4,717.0010382784799,136M_empirical,136M_empirical,136M_empirical
KE,215.1,124,211.5,750.8941352855311,136M_empirical,136M_empirical,136M_empirical
KF,215.1,260.5,244.5,731.9761108482163,136M_empirical,136M_empirical,136M_empirical
KG,215.1,241,200,671.3567163207533,136M_empirical,136M_mirror,136M_empirical
KH,215.1,223,200,677.5848826111473,136M_empirical,136M_mirror,136M_empirical
KI,215.1,178,203.4,865.0476224379314,136M_empirical,136M_empirical,136M_empirical
KJ,215.1,269.0,244.5,731.4641233410965,136M_empirical,136M_mirror,136M_mirror
KK,215.1,160.0,200.0,630.604960136602,136M_empirical,136M_mirror,136M_empirical
KL,215.1,203.0,211.5,678.7798341224538,136M_empirical,136M_empirical,136M_empirical
KM,215.1,248,200,725.2577307136621,136M_empirical,136M_mirror,136M_empirical
KN,215.1,130.0,227.4,642.9864354807033,136M_empirical,136M_empirical,136M_empirical
KO,215.1,208.0,233.1,681.7086746824382,136M_empirical,136M_empirical,136M_empirical
KP,215.1,448,200,870.9372243891462,136M_empirical,max_fallback,136M_empirical
KQ,215.1,448,218.4,881.6936768078393,136M_empirical,max_fallback,136M_empirical
KR,215.1,148.0,200,681.7765635550882,136M_empirical,136M_mirror,136M_empirical
KS,215.1,144.0,200.0,626.8164289418767,136M_empirical,136M_empirical,136M_empirical
KT,215.1,448,200.0,872.5624650758831,136M_empirical,max_fallback,136M_empirical
KU,215.1,239,213.6,693.0255072868655,136M_empirical,136M_empirical,136M_empirical
KV,215.1,234,234.6,687.0085941537641,136M_empirical,136M_mirror,136M_empirical
KW,215.1,118.0,200.0,686.4980471133358,136M_empirical,136M_mirror,136M_empirical
KX,215.1,448,200,863.8771905129839,136M_empirical,max_fallback,136M_empirical
KY,215.1,231.0,200.0,669.6669028733594,136M_empirical,136M_empirical,136M_empirical
KZ,215.1,448,400,1063.2107168731882,136M_empirical,max_fallback,136M_empirical
K[,215.1,448,200.0,863.1,136M_empirical,max_fallback,136M_average
L',200.0,448,200.0,849.6,136M_empirical,max_fallback,136M_average
"L,",200.0,224.0,200.0,748.3083018780455,136M_empirical,136M_mirror,136M_mirror
L.,200.0,448,200,850.310919141547,136M_empirical,max_fallback,136M_mirror
L/,200.0,448,200.0,1053.9397348947982,136M_empirical,max_fallback,136M_average
L;,200.0,448,200.0,849.6,136M_empirical,max_fallback,136M_average
LA,200.0,124,200,849.6,136M_empirical,136M_empirical,136M_empirical
LB,200.0,234,286.2,745.2277401357246,136M_empirical,136M_empirical,136M_empirical
LC,200.0,186.0,200.0,619.4714801814937,136M_empirical,136M_empirical,136M_empirical
LD,200.0,120.0,206.4,683.3472630149132,136M_empirical,136M_empirical,136M_empirical
LE,200.0,121,211.5,817.3631551741189,136M_empirical,136M_empirical,136M_empirical
LF,200.0,145.0,244.5,661.3812894209732,136M_empirical,136M_empirical,136M_empirical
LG,200.0,258.0,200,701.0003228229018,136M_empirical,136M_empirical,136M_empirical
LH,200.0,400.0,200,816.5597666789579,136M_empirical,136M_mirror,136M_empirical
LI,200.0,165,203.4,875.1509821161005,136M_empirical,136M_empirical,136M_empirical
LJ,200.0,288.0,244.5,774.5575437474979,136M_empirical,136M_mirror,136M_mirror
LK,200.0,136,200.0,662.1191785510553,136M_empirical,136M_empirical,136M_empirical
LL,200.0,145,211.5,793.9281613056228,136M_empirical,136M_empirical,136M_empirical
LM,200.0,216,200,662.9510025277139,136M_empirical,136M_empirical,136M_empirical
LN,200.0,448,227.4,898.80404279813,136M_empirical,max_fallback,136M_empirical
LO,200.0,182.0,233.1,809.478490298826,136M_empirical,136M_empirical,136M_empirical
LP,200.0,180,200,622.6325015433137,136M_empirical,136M_empirical,136M_empirical
LQ,200.0,160,218.4,698.0845117475035,136M_empirical,136M_mirror,136M_empirical
LR,200.0,174.0,200,731.4622228019817,136M_empirical,136M_empirical,136M_empirical
LS,200.0,138,200.0,655.3164781637566,136M_empirical,136M_empirical,136M_empirical
LT,200.0,174.0,200.0,683.6164285013441,136M_empirical,136M_empirical,136M_empirical
LU,200.0,190.0,213.6,718.2512440514224,136M_empirical,136M_empirical,136M_empirical
LV,200.0,169.0,234.6,661.5561032692095,136M_empirical,136M_empirical,136M_empirical
LW,200.0,164,200.0,750.7933193382016,136M_empirical,136M_empirical,136M_empirical
LX,200.0,448,200,852.8647199405757,136M_empirical,max_fallback,136M_empirical
LY,200.0,179,200.0,782.7614740262038,136M_empirical,136M_empirical,136M_empirical
LZ,200.0,448,400,1053.7901999397461,136M_empirical,max_fallback,136M_empirical
L[,200.0,160,200.0,698.0845117475035,136M_empirical,136M_mirror,136M_average
M',206.4,448,200.0,880.8,136M_empirical,max_fallback,136M_average
"M,",206.4,448,200.0,884.9714640958373,136M_empirical,max_fallback,136M_mirror
M.,206.4,448,200,881.4380014906411,136M_empirical,max_fallback,136M_mirror
M/,206.4,448,200.0,1081.507517689551,136M_empirical,max_fallback,136M_average
M;,206.4,448,200.0,880.8,136M_empirical,max_fallback,136M_average
MA,206.4,129,200,880.8,136M_empirical,136M_empirical,136M_empirical
MB,206.4,211.0,286.2,797.1671235588663,136M_empirical,136M_empirical,136M_empirical
MC,206.4,284,200.0,716.8,136M_empirical,136M_empirical,136M_empirical
MD,206.4,255,206.4,688.2704901335001,136M_empirical,136M_mirror,136M_empirical
ME,206.4,113.0,211.5,809.4541541092806,136M_empirical,136M_empirical,136M_empirical
MF,206.4,216,244.5,694.2747736401321,136M_empirical,136M_empirical,136M_empirical
MG,206.4,448,200,883.2484410838742,136M_empirical,max_fallback,136M_empirical
MH,206.4,448,200,883.3979683645156,136M_empirical,max_fallback,136M_empirical
MI,206.4,160,203.4,872.4783503384566,136M_empirical,136M_empirical,136M_empirical
MJ,206.4,448,244.5,927.0103795629856,136M_empirical,max_fallback,136M_mirror
MK,206.4,448,200.0,892.0064785848446,136M_empirical,max_fallback,136M_empirical
ML,206.4,228.0,211.5,667.7147491234289,136M_empirical,136M_empirical,136M_empirical
MM,206.4,151.0,200,653.9529705156486,136M_empirical,136M_empirical,136M_empirical
MN,206.4,272.0,227.4,734.5774749240231,136M_empirical,136M_empirical,136M_empirical
MO,206.4,145,233.1,765.8407690290429,136M_empirical,136M_empirical,136M_empirical
MP,206.4,184,200,743.1012587955652,136M_empirical,136M_empirical,136M_empirical
MQ,206.4,448,218.4,884.5681739741976,136M_empirical,max_fallback,136M_empirical
MR,206.4,216.0,200,676.5316497218292,136M_empirical,136M_empirical,136M_empirical
MS,206.4,144.0,200.0,645.3025366043686,136M_empirical,136M_empirical,136M_empirical
MT,206.4,448,200.0,865.3756752869625,136M_empirical,max_fallback,136M_empirical
MU,206.4,200,213.6,725.5199890645288,136M_empirical,136M_empirical,136M_empirical
MV,206.4,366,234.6,811.7229541415451,136M_empirical,136M_empirical,136M_empirical
MW,206.4,130,200.0,678.8816380560859,136M_empirical,136M_mirror,136M_empirical
MX,206.4,448,200,880.8,136M_empirical,max_fallback,136M_empirical
MY,206.4,209.0,200.0,692.9622018228903,136M_empirical,136M_empirical,136M_empirical
MZ,206.4,448,400,1055.6248115726373,136M_empirical,max_fallback,136M_empirical
M[,206.4,448,200.0,884.5681739741976,136M_empirical,max_fallback,136M_average
N',200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
"N,",200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_mirror
N.,200.0,448,200,848.0,136M_empirical,max_fallback,136M_mirror
N/,200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
N;,200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
NA,200.0,145,200,729.116709153732,136M_empirical,136M_empirical,136M_empirical
NB,200.0,311,286.2,817.2286602365944,136M_empirical,136M_empirical,136M_empirical
NC,200.0,160,200.0,761.5209262195395,136M_empirical,136M_empirical,136M_empirical
ND,200.0,120,206.4,890.339366475834,136M_empirical,136M_empirical,136M_empirical
NE,200.0,122.0,211.5,793.6174162438201,136M_empirical,136M_empirical,136M_empirical
NF,200.0,170,244.5,695.1408330134471,136M_empirical,136M_empirical,136M_empirical
NG,200.0,114,200,819.4254135897155,136M_empirical,136M_empirical,136M_empirical
NH,200.0,258,200,690.090986803742,136M_empirical,136M_empirical,136M_empirical
NI,200.0,150.0,203.4,735.370233269916,136M_empirical,136M_empirical,136M_empirical
NJ,200.0,245.0,244.5,721.8941122620305,136M_empirical,136M_empirical,136M_mirror
NK,200.0,141.0,200.0,611.6015061047274,136M_empirical,136M_empirical,136M_empirical
NL,200.0,162,211.5,652.0599628162396,136M_empirical,136M_empirical,136M_empirical
NM,200.0,224,200,675.608036326192,136M_empirical,136M_empirical,136M_empirical
NN,200.0,147,227.4,658.3503355859815,136M_empirical,136M_empirical,136M_empirical
NO,200.0,132,233.1,778.1617911683758,136M_empirical,136M_empirical,136M_empirical
NP,200.0,448,200,871.7410332675246,136M_empirical,max_fallback,136M_empirical
NQ,200.0,304.0,218.4,745.967521079387,136M_empirical,136M_empirical,136M_empirical
NR,200.0,198,200,627.3760559427427,136M_empirical,136M_empirical,136M_empirical
NS,200.0,152,200.0,775.0312320942592,136M_empirical,136M_empirical,136M_empirical
NT,200.0,137,200.0,856.2794051849849,136M_empirical,136M_empirical,136M_empirical
NU,200.0,192.0,213.6,692.9005933918149,136M_empirical,136M_empirical,136M_empirical
NV,200.0,202,234.6,707.4781309707772,136M_empirical,136M_empirical,136M_empirical
NW,200.0,263.0,200.0,686.254573403476,136M_empirical,136M_empirical,136M_empirical
NX,200.0,330,200,745.4349071872117,136M_empirical,136M_empirical,136M_empirical
NY,200.0,201.0,200.0,698.4832976930613,136M_empirical,136M_empirical,136M_empirical
NZ,200.0,448,400,1068.1073692248397,136M_empirical,max_fallback,136M_empirical
N[,200.0,448,200.0,848.0,136M_empirical,max_fallback,136M_average
O',268.8,448,200.0,916.8,136M_empirical,max_fallback,136M_average
"O,",268.8,448,200.0,916.8,136M_empirical,max_fallback,136M_mirror
O.,268.8,448,200,916.8,136M_empirical,max_fallback,136M_mirror
O/,268.8,448,200.0,1048.0,136M_empirical,max_fallback,136M_average
O;,268.8,448,200.0,916.8,136M_empirical,max_fallback,136M_average
OA,268.8,151,200,848.0,136M_empirical,136M_empirical,136M_empirical
OB,268.8,199,286.2,850.8568376963407,136M_empirical,136M_empirical,136M_empirical
OC,268.8,175.0,200.0,771.0683133689645,136M_empirical,136M_empirical,136M_empirical
OD,268.8,137.0,206.4,750.1800018304098,136M_empirical,136M_empirical,136M_empirical
OE,268.8,126.0,211.5,705.6119288382873,136M_empirical,136M_empirical,136M_empirical
OF,268.8,116.0,244.5,968.5005094143272,136M_empirical,136M_empirical,136M_empirical
OG,268.8,208,200,772.3133210191647,136M_empirical,136M_empirical,136M_empirical
OH,268.8,197,200,710.9969742969577,136M_empirical,136M_empirical,136M_empirical
OI,268.8,144.0,203.4,761.216367778733,136M_empirical,136M_empirical,136M_empirical
OJ,268.8,280,244.5,818.8693250541645,136M_empirical,136M_empirical,136M_mirror
OK,268.8,177.0,200.0,724.6869241717195,136M_empirical,136M_empirical,136M_empirical
OL,268.8,192.0,211.5,861.2110852557207,136M_empirical,136M_empirical,136M_empirical
OM,268.8,147,200,846.8859350133274,136M_empirical,136M_empirical,136M_empirical
ON,268.8,135,227.4,1046.250335628426,136M_empirical,136M_empirical,136M_empirical
OO,268.8,149,233.1,794.0349803208807,136M_empirical,136M_empirical,136M_empirical
OP,268.8,174.0,200,790.528308202831,136M_empirical,136M_empirical,136M_empirical
OQ,268.8,448,218.4,944.678964189194,136M_empirical,max_fallback,136M_empirical
OR,268.8,122,200,944.3827865228308,136M_empirical,136M_empirical,136M_empirical
OS,268.8,134,200.0,770.9972721384704,136M_empirical,136M_empirical,136M_empirical
OT,268.8,132,200.0,808.629948444192,136M_empirical,136M_empirical,136M_empirical
OU,268.8,106.0,213.6,880.1929714599913,136M_empirical,136M_empirical,136M_empirical
OV,268.8,151.0,234.6,786.0807957315512,136M_empirical,136M_empirical,136M_empirical
OW,268.8,121,200.0,769.404205746767,136M_empirical,136M_empirical,136M_empirical
OX,268.8,246.5,200,757.4122963600176,136M_empirical,136M_empirical,136M_empirical
OY,268.8,208.0,200.0,735.8165066503607,136M_empirical,136M_empirical,136M_empirical
OZ,268.8,199.0,400,885.6585790904345,136M_empirical,136M_empirical,136M_empirical
O[,268.8,448,200.0,916.8,136M_empirical,max_fallback,136M_average
P',219.9,448,200.0,867.9,136M_empirical,max_fallback,136M_average
"P,",219.9,448,200.0,867.9,136M_empirical,max_fallback,136M_mirror
P.,219.9,448,200,867.9,136M_empirical,max_fallback,136M_mirror
P/,219.9,448,200.0,1059.5,136M_empirical,max_fallback,136M_average
P;,219.9,448,200.0,867.9,136M_empirical,max_fallback,136M_average
PA,219.9,137,200,859.5,136M_empirical,136M_empirical,136M_empirical
PB,219.9,448,286.2,964.8268217711617,136M_empirical,max_fallback,136M_empirical
PC,219.9,448,200.0,878.0359787813171,136M_empirical,max_fallback,136M_empirical
PD,219.9,199.0,206.4,635.5395088104011,136M_empirical,136M_empirical,136M_empirical
PE,219.9,141,211.5,788.5246993318973,136M_empirical,136M_empirical,136M_empirical
PF,219.9,448,244.5,923.7432881254872,136M_empirical,max_fallback,136M_empirical
PG,219.9,328,200,754.1084335399206,136M_empirical,136M_empirical,136M_empirical
PH,219.9,203.0,200,718.6001357000555,136M_empirical,136M_empirical,136M_empirical
PI,219.9,201.0,203.4,733.6741044718786,136M_empirical,136M_empirical,136M_empirical
PJ,219.9,448,244.5,914.9158102978994,136M_empirical,max_fallback,136M_mirror
PK,219.9,448,200.0,876.2586706122631,136M_empirical,max_fallback,136M_empirical
PL,219.9,184,211.5,775.5521146576428,136M_empirical,136M_empirical,136M_empirical
PM,219.9,240.0,200,698.8855374781712,136M_empirical,136M_empirical,136M_empirical
PN,219.9,448,227.4,905.4973190846986,136M_empirical,max_fallback,136M_empirical
PO,219.9,179.0,233.1,819.8399893496531,136M_empirical,136M_empirical,136M_empirical
PP,219.9,152,200,687.1279814907501,136M_empirical,136M_empirical,136M_empirical
PQ,219.9,448,218.4,887.6215500992145,136M_empirical,max_fallback,136M_empirical
PR,219.9,144,200,779.2255661115656,136M_empirical,136M_empirical,136M_empirical
PS,219.9,179.0,200.0,671.5192730824045,136M_empirical,136M_empirical,136M_empirical
PT,219.9,184,200.0,705.2467914100997,136M_empirical,136M_empirical,136M_empirical
PU,219.9,184,213.6,718.2464911006712,136M_empirical,136M_empirical,136M_empirical
PV,219.9,448,234.6,906.5427333417406,136M_empirical,max_fallback,136M_empirical
PW,219.9,448,200.0,892.6,136M_empirical,max_fallback,136M_empirical
PX,219.9,448,200,869.5520334370494,136M_empirical,max_fallback,136M_empirical
PY,219.9,184,200.0,637.2875329602476,136M_empirical,136M_empirical,136M_empirical
PZ,219.9,448,400,1072.0022674469683,136M_empirical,max_fallback,136M_empirical
P[,219.9,448,200.0,867.9,136M_empirical,max_fallback,136M_average
Q',274.8,448,200.0,922.8,136M_empirical,max_fallback,136M_average
"Q,",274.8,448,200.0,922.8,136M_empirical,max_fallback,136M_mirror
Q.,274.8,448,200,922.8,136M_empirical,max_fallback,136M_mirror
Q/,274.8,448,200.0,1072.0022674469683,136M_empirical,max_fallback,136M_average
Q;,274.8,448,200.0,922.8,136M_empirical,max_fallback,136M_average
QA,274.8,448,200,926.0564172817901,136M_empirical,max_fallback,136M_empirical
QB,274.8,352.0,286.2,914.3290924851274,136M_empirical,136M_empirical,136M_empirical
QC,274.8,448,200.0,924.1681203649939,136M_empirical,max_fallback,136M_empirical
QD,274.8,448,206.4,929.9319903024873,136M_empirical,max_fallback,136M_empirical
QE,274.8,201.0,211.5,733.6741044718786,136M_empirical,136M_mirror,136M_empirical
QF,274.8,448,244.5,968.503457277459,136M_empirical,max_fallback,136M_empirical
QG,274.8,203.0,200,718.6001357000555,136M_empirical,136M_mirror,136M_empirical
QH,274.8,328,200,803.1441827371862,136M_empirical,136M_mirror,136M_empirical
QI,274.8,141,203.4,788.5246993318973,136M_empirical,136M_mirror,136M_empirical
QJ,274.8,448,244.5,967.594561896861,136M_empirical,max_fallback,136M_mirror
QK,274.8,199.0,200.0,673.8,136M_empirical,136M_mirror,136M_empirical
QL,274.8,179.0,211.5,671.5192730824045,136M_empirical,136M_mirror,136M_empirical
QM,274.8,448,200,924.0432796082156,136M_empirical,max_fallback,136M_empirical
QN,274.8,448,227.4,952.1318563827969,136M_empirical,max_fallback,136M_empirical
QO,274.8,448,233.1,957.4343135055016,136M_empirical,max_fallback,136M_empirical
QP,274.8,448,200,923.1598228986552,136M_empirical,max_fallback,136M_empirical
QQ,274.8,152,218.4,687.1279814907501,136M_empirical,136M_mirror,136M_empirical
QR,274.8,184,200,718.2464911006712,136M_empirical,136M_mirror,136M_empirical
QS,274.8,184,200.0,775.5521146576428,136M_empirical,136M_mirror,136M_empirical
QT,274.8,448,200.0,924.3833486432204,136M_empirical,max_fallback,136M_empirical
QU,274.8,146.0,213.6,779.2255661115656,136M_empirical,136M_empirical,136M_empirical
QV,274.8,240.0,234.6,750.2741309682461,136M_empirical,136M_mirror,136M_empirical
QW,274.8,179.0,200.0,819.8399893496531,136M_empirical,136M_mirror,136M_empirical
QX,274.8,448,200,922.9314445555913,136M_empirical,max_fallback,136M_empirical
QY,274.8,448,200.0,922.8,136M_empirical,max_fallback,136M_empirical
QZ,274.8,448,400,1122.8,136M_empirical,max_fallback,136M_empirical
Q[,274.8,152,200.0,687.1279814907501,136M_empirical,136M_mirror,136M_average
R',227.4,448,200.0,914.7,136M_empirical,max_fallback,136M_average
"R,",227.4,143,200.0,744.8873610732961,136M_empirical,136M_mirror,136M_mirror
R.,227.4,448,200,933.7505782141112,136M_empirical,max_fallback,136M_mirror
R/,227.4,448,200.0,1127.7889005543973,136M_empirical,max_fallback,136M_average
R;,227.4,448,200.0,914.7,136M_empirical,max_fallback,136M_average
RA,227.4,156,200,914.7,136M_empirical,136M_empirical,136M_empirical
RB,227.4,305.0,286.2,869.2227215049323,136M_empirical,136M_empirical,136M_empirical
RC,227.4,264,200.0,800.0086053390735,136M_empirical,136M_empirical,136M_empirical
RD,227.4,218.0,206.4,787.5881840857519,136M_empirical,136M_empirical,136M_empirical
RE,227.4,117.0,211.5,982.1802582171283,136M_empirical,136M_empirical,136M_empirical
RF,227.4,256.0,244.5,783.5928734980222,136M_empirical,136M_empirical,136M_empirical
RG,227.4,235,200,760.8086420699799,136M_empirical,136M_empirical,136M_empirical
RH,227.4,239,200,726.2039729221345,136M_empirical,136M_empirical,136M_empirical
RI,227.4,136.0,203.4,833.5971237713045,136M_empirical,136M_empirical,136M_empirical
RJ,227.4,161.0,244.5,714.2626631624237,136M_empirical,136M_mirror,136M_mirror
RK,227.4,131,200.0,729.2631422742327,136M_empirical,136M_empirical,136M_empirical
RL,227.4,169,211.5,805.3756682172644,136M_empirical,136M_empirical,136M_empirical
RM,227.4,149,200,878.6176349654212,136M_empirical,136M_empirical,136M_empirical
RN,227.4,157.0,227.4,736.7244095676738,136M_empirical,136M_empirical,136M_empirical
RO,227.4,122,233.1,849.1327155387959,136M_empirical,136M_empirical,136M_empirical
RP,227.4,222,200,712.7414180325412,136M_empirical,136M_empirical,136M_empirical
RQ,227.4,168,218.4,749.7016188402343,136M_empirical,136M_mirror,136M_empirical
RR,227.4,155.0,200,690.7186737442893,136M_empirical,136M_empirical,136M_empirical
RS,227.4,196,200.0,837.942468853931,136M_empirical,136M_empirical,136M_empirical
RT,227.4,199.0,200.0,814.3190393064099,136M_empirical,136M_empirical,136M_empirical
RU,227.4,143,213.6,832.040525970194,136M_empirical,136M_empirical,136M_empirical
RV,227.4,255,234.6,798.9025698658962,136M_empirical,136M_empirical,136M_empirical
RW,227.4,243.0,200.0,723.5481700949966,136M_empirical,136M_empirical,136M_empirical
RX,227.4,448,200,914.7,136M_empirical,max_fallback,136M_empirical
RY,227.4,150.0,200.0,732.8222360694149,136M_empirical,136M_empirical,136M_empirical
RZ,227.4,448,400,1082.7050486473242,136M_empirical,max_fallback,136M_empirical
R[,227.4,168,200.0,749.7016188402343,136M_empirical,136M_mirror,136M_average
S',201.6,448,200.0,849.6,136M_empirical,max_fallback,136M_average
"S,",201.6,186.0,200.0,619.4714801814937,136M_empirical,136M_mirror,136M_mirror
S.,201.6,448,200,852.8647199405757,136M_empirical,max_fallback,136M_mirror
S/,201.6,448,200.0,1053.7901999397461,136M_empirical,max_fallback,136M_average
S;,201.6,448,200.0,849.6,136M_empirical,max_fallback,136M_average
SA,201.6,168,200,848.0,136M_empirical,136M_empirical,136M_empirical
SB,201.6,277,286.2,792.0783792664218,136M_empirical,136M_empirical,136M_empirical
SC,201.6,224.0,200.0,748.3083018780455,136M_empirical,136M_empirical,136M_empirical
SD,201.6,232.0,206.4,662.1191785510553,136M_empirical,136M_empirical,136M_empirical
SE,201.6,160.0,211.5,875.1509821161005,136M_empirical,136M_empirical,136M_empirical
SF,201.6,288.0,244.5,774.5575437474979,136M_empirical,136M_empirical,136M_empirical
SG,201.6,400.0,200,816.5597666789579,136M_empirical,136M_empirical,136M_empirical
SH,201.6,124.0,200,701.0003228229018,136M_empirical,136M_empirical,136M_empirical
SI,201.6,129,203.4,817.3631551741189,136M_empirical,136M_empirical,136M_empirical
SJ,201.6,145.0,244.5,661.3812894209732,136M_empirical,136M_mirror,136M_mirror
SK,201.6,155.0,200.0,683.3472630149132,136M_empirical,136M_empirical,136M_empirical
SL,201.6,128,211.5,655.3164781637566,136M_empirical,136M_empirical,136M_empirical
SM,201.6,176.0,200,661.5561032692095,136M_empirical,136M_empirical,136M_empirical
SN,201.6,159.0,227.4,617.414059080121,136M_empirical,136M_empirical,136M_empirical
SO,201.6,119,233.1,750.7933193382016,136M_empirical,136M_empirical,136M_empirical
SP,201.6,160,200,698.0845117475035,136M_empirical,136M_empirical,136M_empirical
SQ,201.6,180,218.4,626.4334679342504,136M_empirical,136M_mirror,136M_empirical
SR,201.6,190.0,200,718.2512440514224,136M_empirical,136M_mirror,136M_empirical
