key_pair,comfort_score,distance_score,dvorak7_score,engram_avg4_score,time_score,comfort_score_normalized,distance_score_normalized,dvorak7_score_normalized,engram_avg4_score_normalized,time_score_normalized
CW,-1.221264,82.235587,0.285714,0.591545,895.0,0.185824,0.609152,0.040816,0.591545,0.477941
CX,-1.093728,85.883642,0.571429,0.822705,863.033916,0.270848,0.636175,0.081633,0.822705,0.430932
CY,-0.793852,104.162733,0.785714,0.823955,645.317185,0.470765,0.771576,0.112245,0.823955,0.110761
CZ,-1.079011,85.883642,0.571429,0.782869,1069.759676,0.280659,0.636175,0.081633,0.782869,0.734941
C[,-0.793852,90.143516,0.714286,0.823955,861.9,0.470765,0.66773,0.102041,0.823955,0.429265
D',-0.521334,38.0,0.857143,0.865773,863.1,0.652444,0.281481,0.122449,0.865773,0.431029
"D,",-0.478629,42.941821,0.928571,0.934545,867.181464,0.680914,0.318088,0.132653,0.934545,0.437032
D.,-0.512945,42.941821,0.857143,0.909727,863.877191,0.658037,0.318088,0.122449,0.909727,0.432172
D/,-0.488106,42.941821,0.857143,0.909727,1063.210717,0.674596,0.318088,0.122449,0.909727,0.72531
D;,-0.271775,0.0,0.928571,0.934545,863.1,0.818817,0.0,0.132653,0.934545,0.431029
DA,-0.521063,0.0,0.714286,0.849506,863.1,0.652625,0.0,0.102041,0.849506,0.431029
DB,-1.075036,69.339743,0.714286,0.679227,747.094245,0.283309,0.513628,0.102041,0.679227,0.260433
DC,-0.892948,42.941821,0.428571,0.441182,703.120232,0.404702,0.318088,0.061224,0.441182,0.195765
DD,-0.207749,0.0,0.714286,0.567273,630.60496,0.861501,0.0,0.102041,0.567273,0.089125
DE,-0.683218,39.293765,0.428571,0.462636,865.047622,0.544521,0.291065,0.061224,0.462636,0.433894
DF,-0.206111,0.0,0.928571,0.988182,731.464123,0.862593,0.0,0.132653,0.988182,0.237447
DG,-1.075036,38.0,0.857143,0.814636,677.584883,0.283309,0.281481,0.122449,0.814636,0.158213
DH,-0.521334,38.0,0.928571,0.865773,671.356716,0.652444,0.281481,0.132653,0.865773,0.149054
DI,-0.273805,39.293765,0.928571,0.956,750.894135,0.817463,0.291065,0.132653,0.956,0.266021
DJ,-0.13362,0.0,1.0,0.988182,731.976111,0.91092,0.0,0.142857,0.988182,0.2382
DK,-0.206111,0.0,1.0,0.976364,717.001038,0.862593,0.0,0.142857,0.976364,0.216178
DL,-0.239875,0.0,0.928571,0.956,626.816429,0.840084,0.0,0.132653,0.956,0.083554
DM,-0.370695,42.941821,0.928571,0.948909,687.008594,0.75287,0.318088,0.132653,0.948909,0.172071
DN,-0.521334,42.047592,0.857143,0.865773,624.06044,0.652444,0.311464,0.122449,0.865773,0.079501
DO,-0.374592,39.293765,0.857143,0.940182,686.498047,0.750272,0.291065,0.122449,0.940182,0.171321
DP,-0.461519,39.293765,0.857143,0.909727,863.1,0.692321,0.291065,0.122449,0.909727,0.431029
DQ,-0.936297,39.293765,0.571429,0.723182,874.119951,0.375802,0.291065,0.081633,0.723182,0.447235
DR,-0.645896,39.293765,0.785714,0.762364,693.025507,0.569403,0.291065,0.112245,0.762364,0.18092
DS,-0.454446,0.0,0.714286,0.910795,678.779834,0.697036,0.0,0.102041,0.910795,0.15997
DT,-1.075036,47.201695,0.714286,0.679227,696.255351,0.283309,0.349642,0.102041,0.679227,0.18567
DU,-0.273805,39.293765,0.928571,0.948909,681.776564,0.817463,0.291065,0.132653,0.948909,0.164377
DV,-0.596418,42.941821,0.785714,0.762364,725.257731,0.602388,0.318088,0.112245,0.762364,0.22832
DW,-0.763114,39.293765,0.428571,0.753636,681.708675,0.491257,0.291065,0.061224,0.753636,0.164277
DX,-1.075036,42.941821,0.428571,0.723182,863.1,0.283309,0.318088,0.061224,0.723182,0.431029
DY,-0.521334,61.220911,0.857143,0.865773,637.780694,0.652444,0.453488,0.122449,0.865773,0.099677
DZ,-1.012397,42.941821,0.571429,0.723182,1050.155382,0.325069,0.318088,0.081633,0.723182,0.706111
D[,-0.521334,47.201695,0.785714,0.865773,870.937224,0.652444,0.349642,0.112245,0.865773,0.442555
E',-0.589028,77.293765,0.785714,0.845409,881.4,0.607315,0.572546,0.112245,0.845409,0.457941
"E,",-0.546323,82.235587,0.857143,0.914182,812.230583,0.635785,0.609152,0.122449,0.914182,0.356221
E.,-0.580639,82.235587,0.785714,0.889364,655.718141,0.612907,0.609152,0.112245,0.889364,0.126056
E/,-0.555799,82.235587,0.785714,0.889364,929.704197,0.629467,0.609152,0.112245,0.889364,0.528977
E;,-0.339469,39.293765,0.857143,0.914182,881.4,0.773688,0.291065,0.122449,0.914182,0.457941
EA,-0.818844,39.293765,0.571429,0.727636,850.8,0.454104,0.291065,0.081633,0.727636,0.412941
EB,-1.355736,108.633509,0.571429,0.538591,833.568112,0.096176,0.804693,0.081633,0.538591,0.3876
EC,-1.094752,81.97119,0.285714,0.300545,867.36447,0.270165,0.607194,0.040816,0.300545,0.437301
ED,-0.647976,39.293765,0.428571,0.462636,969.008239,0.568016,0.291065,0.061224,0.462636,0.586777
EE,-0.409174,39.293765,0.571429,0.526545,796.926008,0.727217,0.291065,0.081633,0.526545,0.333715
EF,-0.490483,39.293765,0.785714,0.781273,809.749097,0.673012,0.291065,0.112245,0.781273,0.352572
EG,-1.355736,77.293765,0.714286,0.658864,765.172872,0.096176,0.572546,0.102041,0.658864,0.287019
EH,-0.589028,77.293765,0.857143,0.845409,716.648757,0.607315,0.572546,0.122449,0.845409,0.21566
EI,-0.341499,78.587531,0.857143,0.935636,742.113735,0.772334,0.58213,0.122449,0.935636,0.253108
EJ,-0.201314,39.293765,0.928571,0.967818,730.020921,0.86579,0.291065,0.132653,0.967818,0.235325
EK,-0.273805,39.293765,0.928571,0.956,711.001444,0.817463,0.291065,0.132653,0.956,0.207355
EL,-0.307569,39.293765,0.857143,0.935636,854.201799,0.794954,0.291065,0.122449,0.935636,0.417944
EM,-0.438389,82.235587,0.857143,0.928545,766.417898,0.707741,0.609152,0.122449,0.928545,0.28885
EN,-0.589028,81.341357,0.785714,0.845409,970.233945,0.607315,0.602529,0.112245,0.845409,0.588579
EO,-0.442286,78.587531,0.785714,0.919818,713.296652,0.705143,0.58213,0.112245,0.919818,0.21073
EP,-0.529213,78.587531,0.785714,0.889364,722.639184,0.647191,0.58213,0.112245,0.889364,0.224469
EQ,-0.843387,78.587531,0.571429,0.804324,797.196479,0.437742,0.58213,0.081633,0.804324,0.334112
ER,-0.341499,78.587531,0.785714,0.928545,989.449417,0.772334,0.58213,0.112245,0.928545,0.616837
ES,-0.712008,39.293765,0.428571,0.749091,979.598049,0.525328,0.291065,0.061224,0.749091,0.60235
ET,-1.355736,86.49546,0.714286,0.794273,795.156733,0.096176,0.640707,0.102041,0.794273,0.331113
EU,-0.341499,78.587531,0.857143,0.928545,755.717762,0.772334,0.58213,0.122449,0.928545,0.273114
EV,-0.856448,82.235587,0.642857,0.621727,834.624855,0.429035,0.609152,0.091837,0.621727,0.389154
EW,-0.685957,78.587531,0.571429,0.874614,837.73877,0.542695,0.58213,0.081633,0.874614,0.393733
EX,-1.355736,82.235587,0.285714,0.582545,811.823192,0.096176,0.609152,0.040816,0.582545,0.355622
EY,-0.589028,100.514677,0.785714,0.845409,686.642958,0.607315,0.744553,0.112245,0.845409,0.171534
EZ,-1.334153,82.235587,0.428571,0.582545,925.869813,0.110565,0.609152,0.061224,0.582545,0.523338
E[,-0.589028,86.49546,0.714286,0.845409,695.820669,0.607315,0.640707,0.102041,0.845409,0.18503
F',-0.448844,38.0,0.857143,0.877591,895.8,0.700771,0.281481,0.122449,0.877591,0.479118
"F,",-0.406139,42.941821,0.928571,0.946364,895.8,0.729241,0.318088,0.132653,0.946364,0.479118
F.,-0.440455,42.941821,0.857143,0.921545,895.8,0.706363,0.318088,0.122449,0.921545,0.479118
F/,-0.415615,42.941821,0.857143,0.921545,1048.262839,0.722923,0.318088,0.122449,0.921545,0.703328
F;,-0.199284,0.0,0.928571,0.946364,895.8,0.867144,0.0,0.132653,0.946364,0.479118
FA,-0.451148,0.0,0.714286,0.861324,848.0,0.699235,0.0,0.102041,0.861324,0.408824
FB,-0.958273,69.339743,0.357143,0.384227,986.576726,0.361152,0.513628,0.05102,0.384227,0.612613
FC,-0.93742,42.941821,0.642857,0.759818,902.712698,0.375053,0.318088,0.091837,0.759818,0.489283
FD,-0.327866,0.0,0.785714,0.942977,908.562978,0.781423,0.0,0.112245,0.942977,0.497887
FE,-0.605586,39.293765,0.642857,0.781273,775.165005,0.596276,0.291065,0.091837,0.781273,0.301713
FF,-0.06113,0.0,0.714286,0.590909,765.601112,0.959247,0.0,0.102041,0.590909,0.287649
FG,-0.958273,38.0,0.642857,0.4685,902.276377,0.361152,0.281481,0.091837,0.4685,0.488642
FH,-0.448844,38.0,0.928571,0.877591,899.42922,0.700771,0.281481,0.132653,0.877591,0.484455
FI,-0.201314,39.293765,0.928571,0.967818,737.823554,0.86579,0.291065,0.132653,0.967818,0.246799
FJ,-0.06113,0.0,1.0,1.0,942.368915,0.959247,0.0,0.142857,1.0,0.547601
FK,-0.13362,0.0,1.0,0.988182,898.57379,0.91092,0.0,0.142857,0.988182,0.483197
FL,-0.167384,0.0,0.928571,0.967818,668.552658,0.888411,0.0,0.132653,0.967818,0.14493
FM,-0.298204,42.941821,0.928571,0.960727,678.896261,0.801197,0.318088,0.132653,0.960727,0.160142
FN,-0.448844,42.047592,0.857143,0.877591,929.005224,0.700771,0.311464,0.122449,0.877591,0.527949
FO,-0.302101,39.293765,0.857143,0.952,813.227283,0.798599,0.291065,0.122449,0.952,0.357687
FP,-0.389029,39.293765,0.857143,0.921545,899.857976,0.740647,0.291065,0.122449,0.921545,0.485085
FQ,-0.838486,39.293765,0.571429,0.735,914.307512,0.441009,0.291065,0.081633,0.735,0.506335
FR,-0.677292,39.293765,0.428571,0.467364,777.932896,0.548472,0.291065,0.061224,0.467364,0.305784
FS,-0.396213,0.0,0.714286,0.882778,678.955203,0.735858,0.0,0.102041,0.882778,0.160228
FT,-0.958273,47.201695,0.357143,0.384227,744.772636,0.361152,0.349642,0.05102,0.384227,0.257019
FU,-0.201314,39.293765,0.928571,0.960727,689.90537,0.86579,0.291065,0.132653,0.960727,0.176331
FV,-0.672155,42.941821,0.428571,0.467364,931.463262,0.551896,0.318088,0.061224,0.467364,0.531564
FW,-0.715329,39.293765,0.571429,0.765455,707.927809,0.523114,0.291065,0.081633,0.765455,0.202835
FX,-0.958273,42.941821,0.571429,0.735,896.868261,0.361152,0.318088,0.081633,0.735,0.480689
FY,-0.448844,61.220911,0.857143,0.877591,673.087983,0.700771,0.453488,0.122449,0.877591,0.1516
FZ,-0.891657,42.941821,0.571429,0.735,1096.144821,0.405562,0.318088,0.081633,0.735,0.773742
F[,-0.448844,47.201695,0.785714,0.877591,895.8,0.700771,0.349642,0.112245,0.877591,0.479118
G',-0.836557,76.0,0.785714,0.760091,890.1,0.442295,0.562963,0.112245,0.760091,0.470735
"G,",-0.793852,80.941821,0.857143,0.823955,890.1,0.470765,0.599569,0.122449,0.823955,0.470735
G.,-0.828168,80.941821,0.785714,0.799136,890.1,0.447888,0.599569,0.112245,0.799136,0.470735
G/,-0.803329,80.941821,0.785714,0.799136,1053.50128,0.464448,0.599569,0.112245,0.799136,0.711031
G;,-0.586998,38.0,0.857143,0.823955,890.1,0.608668,0.281481,0.122449,0.823955,0.470735
GA,-1.108615,38.0,0.642857,0.738915,848.0,0.260923,0.281481,0.091837,0.738915,0.408824
GB,-1.442261,75.140782,0.285714,0.266727,982.657486,0.038493,0.556598,0.040816,0.266727,0.606849
GC,-1.309704,80.941821,0.571429,0.637409,894.229115,0.126864,0.599569,0.081633,0.637409,0.476808
GD,-0.953484,38.0,0.714286,0.780733,913.507134,0.364344,0.281481,0.102041,0.780733,0.505158
GE,-1.25098,77.293765,0.571429,0.658864,795.664902,0.166014,0.572546,0.081633,0.658864,0.33186
GF,-0.836557,38.0,0.642857,0.4685,888.365835,0.442295,0.281481,0.091837,0.4685,0.468185
GG,-1.442261,38.0,0.571429,0.351,642.809666,0.038493,0.281481,0.081633,0.351,0.107073
GH,-0.836557,76.0,0.857143,0.760091,703.013537,0.442295,0.562963,0.122449,0.760091,0.195608
GI,-0.589028,77.293765,0.857143,0.845409,1071.593832,0.607315,0.572546,0.122449,0.845409,0.737638
GJ,-0.448844,38.0,0.928571,0.877591,935.937669,0.700771,0.281481,0.132653,0.877591,0.538144
GK,-0.521334,38.0,0.928571,0.865773,894.543427,0.652444,0.281481,0.132653,0.865773,0.47727
GL,-0.555098,38.0,0.857143,0.845409,674.182001,0.629935,0.281481,0.122449,0.845409,0.153209
GM,-0.685918,80.941821,0.857143,0.838318,920.611981,0.542721,0.599569,0.122449,0.838318,0.515606
GN,-0.836557,80.047592,0.785714,0.760091,698.203124,0.442295,0.592945,0.112245,0.760091,0.188534
GO,-0.689815,77.293765,0.785714,0.829591,700.538598,0.540123,0.572546,0.112245,0.829591,0.191969
GP,-0.776742,77.293765,0.785714,0.799136,895.847925,0.482172,0.572546,0.112245,0.799136,0.479188
GQ,-1.442261,77.293765,0.5,0.612591,908.983394,0.038493,0.572546,0.071429,0.612591,0.498505
GR,-1.242302,69.257338,0.357143,0.344955,780.550205,0.171799,0.513017,0.05102,0.344955,0.309633
GS,-1.030731,38.0,0.642857,0.760369,679.416453,0.312846,0.281481,0.091837,0.760369,0.160907
GT,-1.442261,62.24773,0.285714,0.266727,717.392612,0.038493,0.461094,0.040816,0.266727,0.216754
GU,-0.589028,77.293765,0.857143,0.838318,682.896725,0.607315,0.572546,0.122449,0.838318,0.166025
GV,-1.095099,61.494707,0.357143,0.344955,767.124436,0.269934,0.455516,0.05102,0.344955,0.289889
GW,-1.306993,77.293765,0.5,0.643045,787.786358,0.128671,0.572546,0.071429,0.643045,0.320274
GX,-1.363758,80.941821,0.5,0.612591,890.879203,0.090828,0.599569,0.071429,0.612591,0.471881
GY,-0.836557,99.220911,0.785714,0.760091,654.976668,0.442295,0.73497,0.112245,0.760091,0.124966
GZ,-1.428568,80.941821,0.5,0.612591,1092.94404,0.047621,0.599569,0.071429,0.612591,0.769035
G[,-0.836557,85.201695,0.714286,0.760091,890.1,0.442295,0.631124,0.102041,0.760091,0.470735
H',-1.442261,76.0,0.571429,0.675051,890.1,0.038493,0.562963,0.081633,0.675051,0.470735
"H,",-1.309704,80.941821,0.571429,0.637409,894.229115,0.126864,0.599569,0.081633,0.637409,0.476808
H.,-1.363758,80.941821,0.5,0.612591,890.879203,0.090828,0.599569,0.071429,0.612591,0.471881
H/,-1.428568,80.941821,0.5,0.612591,1092.94404,0.047621,0.599569,0.071429,0.612591,0.769035
H;,-1.108615,38.0,0.642857,0.738915,890.1,0.260923,0.281481,0.091837,0.738915,0.470735
HA,-0.586998,38.0,0.857143,0.823955,890.1,0.608668,0.281481,0.122449,0.823955,0.470735
HB,-0.836557,107.339743,0.785714,0.760091,807.356544,0.442295,0.795109,0.112245,0.760091,0.349054
HC,-0.793852,80.941821,0.857143,0.823955,890.1,0.470765,0.599569,0.122449,0.823955,0.470735
HD,-0.521334,38.0,0.928571,0.865773,894.543427,0.652444,0.281481,0.132653,0.865773,0.47727
HE,-0.589028,77.293765,0.857143,0.845409,1071.593832,0.607315,0.572546,0.122449,0.845409,0.737638
HF,-0.448844,38.0,0.928571,0.877591,935.937669,0.700771,0.281481,0.132653,0.877591,0.538144
HG,-0.836557,76.0,0.857143,0.760091,703.013537,0.442295,0.562963,0.122449,0.760091,0.195608
HH,-1.442261,38.0,0.571429,0.351,642.809666,0.038493,0.281481,0.081633,0.351,0.107073
HI,-1.25098,77.293765,0.571429,0.658864,795.664902,0.166014,0.572546,0.081633,0.658864,0.33186
HJ,-0.836557,38.0,0.642857,0.4685,888.365835,0.442295,0.281481,0.091837,0.4685,0.468185
HK,-0.953484,38.0,0.714286,0.780733,913.507134,0.364344,0.281481,0.102041,0.780733,0.505158
HL,-1.030731,38.0,0.642857,0.760369,679.416453,0.312846,0.281481,0.091837,0.760369,0.160907
HM,-1.095099,75.140782,0.357143,0.344955,767.124436,0.269934,0.556598,0.05102,0.344955,0.289889
HN,-1.442261,61.494707,0.285714,0.266727,677.099225,0.038493,0.455516,0.040816,0.266727,0.157499
HO,-1.306993,77.293765,0.5,0.643045,787.786358,0.128671,0.572546,0.071429,0.643045,0.320274
HP,-1.442261,77.293765,0.5,0.612591,890.1,0.038493,0.572546,0.071429,0.612591,0.470735
HQ,-0.776742,77.293765,0.785714,0.799136,895.847925,0.482172,0.572546,0.112245,0.799136,0.479188
HR,-0.589028,77.293765,0.857143,0.838318,682.896725,0.607315,0.572546,0.122449,0.838318,0.166025
HS,-0.555098,38.0,0.857143,0.845409,674.182001,0.629935,0.281481,0.122449,0.845409,0.153209
HT,-0.836557,85.201695,0.785714,0.760091,631.498095,0.442295,0.631124,0.112245,0.760091,0.090438
HU,-1.242302,62.24773,0.357143,0.344955,780.550205,0.171799,0.461094,0.05102,0.344955,0.309633
HV,-0.685918,80.941821,0.857143,0.838318,920.611981,0.542721,0.599569,0.122449,0.838318,0.515606
HW,-0.689815,77.293765,0.785714,0.829591,700.538598,0.540123,0.572546,0.112245,0.829591,0.191969
HX,-0.828168,80.941821,0.785714,0.799136,890.1,0.447888,0.599569,0.112245,0.799136,0.470735
HY,-1.442261,69.257338,0.285714,0.266727,659.547404,0.038493,0.513017,0.040816,0.266727,0.131687
HZ,-0.803329,80.941821,0.785714,0.799136,1053.50128,0.464448,0.599569,0.112245,0.799136,0.711031
H[,-1.442261,85.201695,0.428571,0.573545,895.847925,0.038493,0.631124,0.061224,0.573545,0.479188
I',-1.355736,77.293765,0.5,0.658864,881.4,0.096176,0.572546,0.071429,0.658864,0.457941
"I,",-1.094752,81.97119,0.285714,0.300545,867.36447,0.270165,0.607194,0.040816,0.300545,0.437301
I.,-1.355736,82.235587,0.285714,0.582545,811.823192,0.096176,0.609152,0.040816,0.582545,0.355622
I/,-1.334153,82.235587,0.428571,0.582545,925.869813,0.110565,0.609152,0.061224,0.582545,0.523338
I;,-0.818844,39.293765,0.571429,0.727636,881.4,0.454104,0.291065,0.081633,0.727636,0.457941
IA,-0.339469,39.293765,0.857143,0.914182,881.4,0.773688,0.291065,0.122449,0.914182,0.457941
IB,-0.589028,108.633509,0.785714,0.845409,765.826041,0.607315,0.804693,0.112245,0.845409,0.287979
IC,-0.546323,82.235587,0.857143,0.914182,812.230583,0.635785,0.609152,0.122449,0.914182,0.356221
ID,-0.273805,39.293765,0.928571,0.956,711.001444,0.817463,0.291065,0.132653,0.956,0.207355
IE,-0.341499,78.587531,0.857143,0.935636,742.113735,0.772334,0.58213,0.122449,0.935636,0.253108
IF,-0.201314,39.293765,0.928571,0.967818,730.020921,0.86579,0.291065,0.132653,0.967818,0.235325
IG,-0.589028,77.293765,0.857143,0.845409,716.648757,0.607315,0.572546,0.122449,0.845409,0.21566
IH,-1.355736,77.293765,0.714286,0.658864,765.172872,0.096176,0.572546,0.102041,0.658864,0.287019
II,-0.409174,39.293765,0.571429,0.526545,796.926008,0.727217,0.291065,0.081633,0.526545,0.333715
IJ,-0.490483,39.293765,0.785714,0.781273,809.749097,0.673012,0.291065,0.112245,0.781273,0.352572
IK,-0.647976,39.293765,0.428571,0.462636,969.008239,0.568016,0.291065,0.061224,0.462636,0.586777
IL,-0.712008,39.293765,0.428571,0.749091,979.598049,0.525328,0.291065,0.061224,0.749091,0.60235
IM,-0.856448,82.235587,0.642857,0.621727,834.624855,0.429035,0.609152,0.091837,0.621727,0.389154
IN,-1.355736,81.341357,0.571429,0.538591,1049.548937,0.096176,0.602529,0.081633,0.538591,0.705219
IO,-0.685957,78.587531,0.571429,0.874614,837.73877,0.542695,0.58213,0.081633,0.874614,0.393733
IP,-0.843387,78.587531,0.571429,0.804324,695.820669,0.437742,0.58213,0.081633,0.804324,0.18503
IQ,-0.529213,78.587531,0.785714,0.889364,773.916127,0.647191,0.58213,0.112245,0.889364,0.299877
IR,-0.341499,78.587531,0.857143,0.928545,755.717762,0.772334,0.58213,0.122449,0.928545,0.273114
IS,-0.307569,39.293765,0.857143,0.935636,854.201799,0.794954,0.291065,0.122449,0.935636,0.417944
IT,-0.589028,86.49546,0.785714,0.845409,876.440101,0.607315,0.640707,0.112245,0.845409,0.450647
IU,-0.341499,78.587531,0.785714,0.928545,989.449417,0.772334,0.58213,0.112245,0.928545,0.616837
IV,-0.438389,82.235587,0.857143,0.928545,766.417898,0.707741,0.609152,0.122449,0.928545,0.28885
IW,-0.442286,78.587531,0.785714,0.919818,713.296652,0.705143,0.58213,0.112245,0.919818,0.21073
IX,-0.580639,82.235587,0.785714,0.889364,655.718141,0.612907,0.609152,0.112245,0.889364,0.126056
IY,-1.355736,100.514677,0.714286,0.794273,854.852263,0.096176,0.744553,0.102041,0.794273,0.4189
IZ,-0.555799,82.235587,0.785714,0.889364,929.704197,0.629467,0.609152,0.112245,0.889364,0.528977
I[,-1.355736,86.49546,0.5,0.760369,722.639184,0.096176,0.640707,0.071429,0.760369,0.224469
J',-0.958273,38.0,0.642857,0.792551,895.8,0.361152,0.281481,0.091837,0.792551,0.479118
"J,",-0.93742,42.941821,0.642857,0.759818,902.712698,0.375053,0.318088,0.091837,0.759818,0.489283
J.,-0.958273,42.941821,0.571429,0.735,896.868261,0.361152,0.318088,0.081633,0.735,0.480689
J/,-0.891657,42.941821,0.571429,0.735,1096.144821,0.405562,0.318088,0.081633,0.735,0.773742
J;,-0.451148,0.0,0.714286,0.861324,895.8,0.699235,0.0,0.102041,0.861324,0.479118
JA,-0.199284,0.0,0.928571,0.946364,895.8,0.867144,0.0,0.132653,0.946364,0.479118
JB,-0.448844,69.339743,0.857143,0.877591,936.308042,0.700771,0.513628,0.122449,0.877591,0.538688
JC,-0.406139,42.941821,0.928571,0.946364,895.8,0.729241,0.318088,0.132653,0.946364,0.479118
JD,-0.13362,0.0,1.0,0.988182,898.57379,0.91092,0.0,0.142857,0.988182,0.483197
JE,-0.201314,39.293765,0.928571,0.967818,737.823554,0.86579,0.291065,0.132653,0.967818,0.246799
JF,-0.06113,0.0,1.0,1.0,942.368915,0.959247,0.0,0.142857,1.0,0.547601
JG,-0.448844,38.0,0.928571,0.877591,899.42922,0.700771,0.281481,0.132653,0.877591,0.484455
JH,-0.958273,38.0,0.642857,0.4685,902.276377,0.361152,0.281481,0.091837,0.4685,0.488642
JI,-0.605586,39.293765,0.642857,0.781273,775.165005,0.596276,0.291065,0.091837,0.781273,0.301713
JJ,-0.06113,0.0,0.714286,0.590909,765.601112,0.959247,0.0,0.102041,0.590909,0.287649
JK,-0.327866,0.0,0.785714,0.942977,908.562978,0.781423,0.0,0.112245,0.942977,0.497887
JL,-0.396213,0.0,0.714286,0.882778,678.955203,0.735858,0.0,0.102041,0.882778,0.160228
JM,-0.672155,42.941821,0.428571,0.467364,931.463262,0.551896,0.318088,0.061224,0.467364,0.531564
JN,-0.958273,42.047592,0.357143,0.384227,878.589469,0.361152,0.311464,0.05102,0.384227,0.453808
JO,-0.715329,39.293765,0.571429,0.765455,707.927809,0.523114,0.291065,0.081633,0.765455,0.202835
JP,-0.838486,39.293765,0.571429,0.735,895.8,0.441009,0.291065,0.081633,0.735,0.479118
JQ,-0.389029,39.293765,0.857143,0.921545,899.857976,0.740647,0.291065,0.122449,0.921545,0.485085
JR,-0.201314,39.293765,0.928571,0.960727,689.90537,0.86579,0.291065,0.132653,0.960727,0.176331
JS,-0.167384,0.0,0.928571,0.967818,668.552658,0.888411,0.0,0.132653,0.967818,0.14493
JT,-0.448844,47.201695,0.857143,0.877591,850.574872,0.700771,0.349642,0.122449,0.877591,0.41261
JU,-0.677292,39.293765,0.428571,0.467364,777.932896,0.548472,0.291065,0.061224,0.467364,0.305784
JV,-0.298204,42.941821,0.928571,0.960727,678.896261,0.801197,0.318088,0.132653,0.960727,0.160142
JW,-0.302101,39.293765,0.857143,0.952,813.227283,0.798599,0.291065,0.122449,0.952,0.357687
JX,-0.440455,42.941821,0.857143,0.921545,895.8,0.706363,0.318088,0.122449,0.921545,0.479118
JY,-0.958273,61.220911,0.357143,0.384227,849.3618,0.361152,0.453488,0.05102,0.384227,0.410826
JZ,-0.415615,42.941821,0.857143,0.921545,1048.262839,0.722923,0.318088,0.122449,0.921545,0.703328
J[,-0.958273,47.201695,0.5,0.691045,899.857976,0.361152,0.349642,0.071429,0.691045,0.485085
K',-1.075036,38.0,0.642857,0.780733,863.1,0.283309,0.281481,0.091837,0.780733,0.431029
"K,",-0.892948,42.941821,0.428571,0.441182,703.120232,0.404702,0.318088,0.061224,0.441182,0.195765
K.,-1.075036,42.941821,0.428571,0.723182,863.1,0.283309,0.318088,0.061224,0.723182,0.431029
K/,-1.012397,42.941821,0.571429,0.723182,1050.155382,0.325069,0.318088,0.081633,0.723182,0.706111
K;,-0.521063,0.0,0.714286,0.849506,863.1,0.652625,0.0,0.102041,0.849506,0.431029
KA,-0.271775,0.0,0.928571,0.934545,848.0,0.818817,0.0,0.132653,0.934545,0.408824
KB,-0.521334,69.339743,0.857143,0.865773,790.096031,0.652444,0.513628,0.122449,0.865773,0.323671
KC,-0.478629,42.941821,0.928571,0.934545,867.181464,0.680914,0.318088,0.132653,0.934545,0.437032
KD,-0.206111,0.0,1.0,0.976364,717.001038,0.862593,0.0,0.142857,0.976364,0.216178
KE,-0.273805,39.293765,0.928571,0.956,750.894135,0.817463,0.291065,0.132653,0.956,0.266021
KF,-0.13362,0.0,1.0,0.988182,731.976111,0.91092,0.0,0.142857,0.988182,0.2382
KG,-0.521334,38.0,0.928571,0.865773,671.356716,0.652444,0.281481,0.132653,0.865773,0.149054
KH,-1.075036,38.0,0.857143,0.814636,677.584883,0.283309,0.281481,0.122449,0.814636,0.158213
KI,-0.683218,39.293765,0.428571,0.462636,865.047622,0.544521,0.291065,0.061224,0.462636,0.433894
KJ,-0.206111,0.0,0.928571,0.988182,731.464123,0.862593,0.0,0.132653,0.988182,0.237447
KK,-0.207749,0.0,0.714286,0.567273,630.60496,0.861501,0.0,0.102041,0.567273,0.089125
KL,-0.454446,0.0,0.714286,0.910795,678.779834,0.697036,0.0,0.102041,0.910795,0.15997
KM,-0.596418,42.941821,0.785714,0.762364,725.257731,0.602388,0.318088,0.112245,0.762364,0.22832
KN,-1.075036,42.047592,0.714286,0.679227,642.986435,0.283309,0.311464,0.102041,0.679227,0.107333
KO,-0.763114,39.293765,0.428571,0.753636,681.708675,0.491257,0.291065,0.061224,0.753636,0.164277
KP,-0.936297,39.293765,0.571429,0.723182,870.937224,0.375802,0.291065,0.081633,0.723182,0.442555
KQ,-0.461519,39.293765,0.857143,0.909727,881.693677,0.692321,0.291065,0.122449,0.909727,0.458373
KR,-0.273805,39.293765,0.928571,0.948909,681.776564,0.817463,0.291065,0.132653,0.948909,0.164377
KS,-0.239875,0.0,0.928571,0.956,626.816429,0.840084,0.0,0.132653,0.956,0.083554
KT,-0.521334,47.201695,0.857143,0.865773,872.562465,0.652444,0.349642,0.122449,0.865773,0.444945
KU,-0.645896,39.293765,0.785714,0.762364,693.025507,0.569403,0.291065,0.112245,0.762364,0.18092
KV,-0.370695,42.941821,0.928571,0.948909,687.008594,0.75287,0.318088,0.132653,0.948909,0.172071
KW,-0.374592,39.293765,0.857143,0.940182,686.498047,0.750272,0.291065,0.122449,0.940182,0.171321
KX,-0.512945,42.941821,0.857143,0.909727,863.877191,0.658037,0.318088,0.122449,0.909727,0.432172
KY,-1.075036,61.220911,0.714286,0.679227,669.666903,0.283309,0.453488,0.102041,0.679227,0.146569
KZ,-0.488106,42.941821,0.857143,0.909727,1063.210717,0.674596,0.318088,0.122449,0.909727,0.72531
