key_triple,engram6_score
;MT,4.59
;MU,2.92
;MV,5.086666666666667
;MW,4.58
;MX,4.58
;MY,2.59
;MZ,4.746666666666667
;M[,2.75
;N',2.493333333333333
";N,",3.1733333333333333
;N.,2.8333333333333335
;N/,3.0
;N;,3.1666666666666665
;NA,4.416666666666667
;NB,4.083333333333333
;NC,4.423333333333334
;ND,4.756666666666667
;NE,4.59
;NF,4.756666666666667
;NG,4.083333333333333
;NH,2.3333333333333335
;NI,2.84
;NJ,3.006666666666667
;NK,3.256666666666667
;NL,3.1666666666666665
;NM,3.09
;NN,2.5833333333333335
;NO,2.5833333333333335
;NP,2.5833333333333335
;NQ,4.083333333333333
;NR,4.423333333333334
;NS,4.416666666666667
;NT,4.083333333333333
;NU,2.4233333333333333
;NV,4.59
;NW,4.083333333333333
;NX,4.083333333333333
;NY,2.0833333333333335
;NZ,4.25
;N[,2.243333333333333
;O',2.0033333333333334
";O,",3.413333333333333
;O.,1.8333333333333333
;O/,2.25
;O;,2.6666666666666665
;OA,4.166666666666667
;OB,3.8333333333333335
;OC,4.163333333333333
;OD,4.496666666666667
;OE,4.33
;OF,4.496666666666667
;OG,3.8333333333333335
;OH,3.5833333333333335
;OI,4.33
;OJ,4.246666666666667
;OK,3.9966666666666666
;OL,2.4166666666666665
;OM,3.83
;ON,3.3333333333333335
;OO,2.3333333333333335
;OP,2.8333333333333335
;OQ,3.8333333333333335
;OR,4.163333333333333
;OS,4.166666666666667
;OT,3.8333333333333335
;OU,3.913333333333333
;OV,4.33
;OW,3.8333333333333335
;OX,3.8333333333333335
;OY,3.5833333333333335
;OZ,4.0
;O[,2.2533333333333334
;P',1.5033333333333334
";P,",2.413333333333333
;P.,1.8333333333333333
;P/,1.75
;P;,2.1666666666666665
;PA,2.9166666666666665
;PB,2.5833333333333335
;PC,2.913333333333333
;PD,3.2466666666666666
;PE,3.08
;PF,3.2466666666666666
;PG,2.5833333333333335
;PH,2.3333333333333335
;PI,2.83
;PJ,2.9966666666666666
;PK,2.9966666666666666
;PL,2.4166666666666665
;PM,2.58
;PN,2.0833333333333335
;PO,2.5833333333333335
;PP,2.0833333333333335
;PQ,2.5833333333333335
;PR,2.913333333333333
;PS,2.9166666666666665
;PT,2.5833333333333335
;PU,2.663333333333333
;PV,3.08
;PW,2.5833333333333335
;PX,2.5833333333333335
;PY,2.3333333333333335
;PZ,2.75
;P[,1.7533333333333334
;Q',3.0033333333333334
";Q,",4.663333333333333
;Q.,4.333333333333333
;Q/,3.5
;Q;,3.6666666666666665
;QA,2.9166666666666665
;QB,3.8333333333333335
;QC,4.163333333333333
;QD,4.746666666666667
;QE,4.58
;QF,4.746666666666667
;QG,4.083333333333333
;QH,4.333333333333333
;QI,4.83
;QJ,4.996666666666667
;QK,4.996666666666667
;QL,4.666666666666667
;QM,4.83
;QN,4.333333333333333
;QO,4.333333333333333
;QP,3.3333333333333335
;QQ,2.8333333333333335
;QR,4.413333333333333
;QS,4.166666666666667
;QT,4.083333333333333
;QU,4.663333333333333
;QV,4.33
;QW,4.333333333333333
;QX,3.5833333333333335
;QY,4.333333333333333
;QZ,2.5
;Q[,3.0033333333333334
;R',4.333333333333333
";R,",5.003333333333333
;R.,4.663333333333333
;R/,4.83
;R;,4.996666666666667
;RA,4.246666666666667
;RB,2.6733333333333333
;RC,3.7533333333333334
;RD,4.336666666666667
;RE,4.67
;RF,3.586666666666667
;RG,2.9233333333333333
;RH,4.673333333333334
;RI,5.17
;RJ,5.336666666666667
;RK,5.336666666666667
;RL,4.996666666666667
;RM,5.17
;RN,4.673333333333334
;RO,4.663333333333333
;RP,4.663333333333333
;RQ,3.913333333333333
;RR,3.5033333333333334
;RS,4.246666666666667
;RT,3.1733333333333333
;RU,5.003333333333333
;RV,3.17
;RW,3.913333333333333
;RX,3.663333333333333
;RY,4.673333333333334
;RZ,3.83
;R[,4.333333333333333
;S',4.336666666666667
";S,",4.996666666666667
;S.,4.666666666666667
;S/,4.833333333333333
;S;,5.0
;SA,4.5
;SB,4.416666666666667
;SC,4.496666666666667
;SD,5.33
;SE,4.663333333333333
;SF,5.08
;SG,4.416666666666667
;SH,4.666666666666667
;SI,5.163333333333333
;SJ,5.33
;SK,5.33
;SL,5.0
;SM,5.163333333333333
;SN,4.666666666666667
;SO,4.666666666666667
;SP,4.666666666666667
;SQ,3.6666666666666665
;SR,4.746666666666667
;SS,3.5
;ST,4.416666666666667
;SU,4.996666666666667
;SV,4.913333333333333
;SW,2.9166666666666665
;SX,2.9166666666666665
;SY,4.666666666666667
;SZ,3.8333333333333335
;S[,4.336666666666667
;T',3.993333333333333
";T,",4.673333333333334
;T.,4.333333333333333
;T/,4.5
;T;,4.666666666666667
;TA,3.9166666666666665
;TB,2.3333333333333335
;TC,3.4233333333333333
;TD,4.006666666666667
;TE,4.09
;TF,3.256666666666667
;TG,2.5833333333333335
;TH,4.333333333333333
;TI,4.84
;TJ,5.006666666666667
;TK,5.006666666666667
;TL,4.666666666666667
;TM,4.84
;TN,4.333333333333333
;TO,4.333333333333333
;TP,4.333333333333333
;TQ,3.5833333333333335
;TR,3.1733333333333333
;TS,3.9166666666666665
;TT,2.8333333333333335
;TU,4.673333333333334
;TV,2.84
;TW,3.5833333333333335
;TX,3.3333333333333335
;TY,4.333333333333333
;TZ,3.5
;T[,3.993333333333333
;U',2.8333333333333335
";U,",3.0033333333333334
;U.,2.913333333333333
;U/,3.08
;U;,3.4966666666666666
;UA,4.746666666666667
;UB,4.423333333333334
;UC,4.753333333333333
;UD,5.086666666666667
;UE,4.92
;UF,5.086666666666667
;UG,4.423333333333334
;UH,2.6733333333333333
;UI,3.92
;UJ,3.336666666666667
;UK,3.586666666666667
;UL,3.4966666666666666
;UM,2.92
;UN,2.4233333333333333
;UO,3.163333333333333
;UP,3.163333333333333
;UQ,4.413333333333333
;UR,4.753333333333333
;US,4.746666666666667
;UT,4.423333333333334
;UU,3.2533333333333334
;UV,4.92
;UW,4.413333333333333
;UX,4.413333333333333
;UY,2.9233333333333333
;UZ,4.58
;U[,2.8333333333333335
;V',4.5
";V,",5.17
;V.,4.83
;V/,4.996666666666667
;V;,5.163333333333333
;VA,4.413333333333333
;VB,3.34
;VC,4.67
;VD,4.503333333333334
;VE,4.086666666666667
;VF,3.7533333333333334
;VG,3.09
;VH,4.84
;VI,5.336666666666667
;VJ,5.503333333333334
;VK,5.503333333333334
;VL,5.163333333333333
;VM,5.336666666666667
;VN,4.84
;VO,4.83
;VP,4.83
;VQ,3.83
;VR,3.17
;VS,4.413333333333333
;VT,2.84
;VU,5.17
;VV,3.836666666666667
;VW,3.83
;VX,4.08
;VY,4.84
;VZ,4.246666666666667
;V[,4.5
;W',4.003333333333333
";W,",4.663333333333333
;W.,4.333333333333333
;W/,4.5
;W;,4.666666666666667
;WA,3.6666666666666665
;WB,3.8333333333333335
;WC,3.913333333333333
;WD,4.496666666666667
;WE,4.83
;WF,4.746666666666667
;WG,4.083333333333333
;WH,4.333333333333333
;WI,4.83
;WJ,4.996666666666667
;WK,4.996666666666667
;WL,4.666666666666667
;WM,4.83
;WN,4.333333333333333
;WO,4.333333333333333
;WP,4.333333333333333
;WQ,3.8333333333333335
;WR,4.413333333333333
;WS,2.9166666666666665
;WT,4.083333333333333
;WU,4.663333333333333
;WV,4.33
;WW,2.8333333333333335
;WX,2.3333333333333335
;WY,4.333333333333333
;WZ,3.25
;W[,4.003333333333333
;X',4.003333333333333
";X,",4.663333333333333
;X.,4.333333333333333
;X/,4.5
;X;,4.666666666666667
;XA,3.6666666666666665
;XB,4.083333333333333
;XC,4.663333333333333
;XD,4.496666666666667
;XE,4.08
;XF,4.746666666666667
;XG,4.083333333333333
;XH,4.333333333333333
;XI,4.83
;XJ,4.996666666666667
;XK,4.996666666666667
;XL,4.666666666666667
;XM,4.83
;XN,4.333333333333333
;XO,4.333333333333333
;XP,4.333333333333333
;XQ,3.0833333333333335
;XR,4.163333333333333
;XS,2.9166666666666665
;XT,3.8333333333333335
;XU,4.663333333333333
;XV,4.58
;XW,2.3333333333333335
;XX,2.8333333333333335
;XY,4.333333333333333
;XZ,4.0
;X[,4.003333333333333
;Y',2.493333333333333
";Y,",2.6733333333333333
;Y.,2.5833333333333335
;Y/,2.75
;Y;,3.1666666666666665
;YA,4.416666666666667
;YB,4.083333333333333
;YC,4.423333333333334
;YD,4.756666666666667
;YE,4.59
;YF,4.756666666666667
;YG,4.083333333333333
;YH,2.3333333333333335
;YI,3.34
;YJ,3.006666666666667
;YK,3.256666666666667
;YL,3.1666666666666665
;YM,2.59
;YN,2.0833333333333335
;YO,2.8333333333333335
;YP,2.8333333333333335
;YQ,4.083333333333333
;YR,4.423333333333334
;YS,4.416666666666667
;YT,4.083333333333333
;YU,2.9233333333333333
;YV,4.59
;YW,4.083333333333333
;YX,4.083333333333333
;YY,2.5833333333333335
;YZ,4.25
;Y[,2.493333333333333
;Z',3.17
";Z,",4.83
;Z.,4.5
;Z/,3.6666666666666665
;Z;,3.8333333333333335
;ZA,3.0833333333333335
;ZB,4.25
;ZC,4.58
;ZD,4.913333333333333
;ZE,4.496666666666667
;ZF,4.913333333333333
;ZG,4.25
;ZH,4.5
;ZI,4.996666666666667
;ZJ,5.163333333333333
;ZK,5.163333333333333
;ZL,4.833333333333333
;ZM,4.996666666666667
;ZN,4.5
;ZO,4.5
;ZP,3.5
;ZQ,2.5
;ZR,4.33
;ZS,4.333333333333333
;ZT,4.0
;ZU,4.83
;ZV,4.746666666666667
;ZW,3.75
;ZX,4.5
;ZY,4.5
;ZZ,3.1666666666666665
;Z[,3.17
;[',1.1633333333333333
";[,",2.0833333333333335
;[.,1.5033333333333334
;[/,1.42
;[;,1.8366666666666667
;[A,2.586666666666667
;[B,2.243333333333333
;[C,2.5833333333333335
;[D,2.9166666666666665
;[E,2.75
;[F,2.9166666666666665
;[G,2.243333333333333
;[H,1.9933333333333334
;[I,2.5
;[J,2.6666666666666665
;[K,2.6666666666666665
;[L,2.086666666666667
;[M,2.25
;[N,1.7433333333333334
;[O,2.0033333333333334
;[P,1.7533333333333334
;[Q,2.2533333333333334
;[R,2.5833333333333335
;[S,2.586666666666667
;[T,2.243333333333333
;[U,2.3333333333333335
;[V,2.75
;[W,2.2533333333333334
;[X,2.2533333333333334
;[Y,1.9933333333333334
;[Z,2.42
;[[,1.4133333333333333
A'',2.163333333333333
"A',",4.083333333333333
A'.,3.5033333333333334
A'/,2.42
A';,2.836666666666667
A'A,3.336666666666667
A'B,3.993333333333333
A'C,4.333333333333333
A'D,4.666666666666667
A'E,4.5
A'F,4.666666666666667
A'G,3.993333333333333
A'H,3.743333333333333
A'I,4.25
A'J,4.416666666666667
A'K,4.416666666666667
A'L,4.086666666666667
A'M,4.25
A'N,3.743333333333333
A'O,3.5033333333333334
A'P,2.2533333333333334
A'Q,3.0033333333333334
A'R,4.333333333333333
A'S,4.336666666666667
A'T,3.993333333333333
A'U,4.083333333333333
A'V,4.5
A'W,4.003333333333333
A'X,4.003333333333333
A'Y,3.743333333333333
A'Z,3.17
A'[,1.9133333333333333
"A,'",3.5833333333333335
"A,,",3.5033333333333334
"A,.",4.163333333333333
"A,/",4.08
"A,;",4.246666666666667
"A,A",4.996666666666667
"A,B",4.673333333333334
"A,C",5.003333333333333
"A,D",5.336666666666667
"A,E",5.17
"A,F",5.336666666666667
"A,G",4.673333333333334
"A,H",4.173333333333334
"A,I",3.17
"A,J",4.836666666666667
"A,K",3.586666666666667
"A,L",3.9966666666666666
"A,M",5.17
"A,N",4.423333333333334
"A,O",3.413333333333333
"A,P",3.663333333333333
"A,Q",4.663333333333333
"A,R",5.003333333333333
"A,S",4.996666666666667
"A,T",4.673333333333334
"A,U",4.253333333333333
"A,V",5.17
"A,W",4.663333333333333
"A,X",4.663333333333333
"A,Y",3.9233333333333333
"A,Z",4.83
"A,[",3.3333333333333335
A.',3.0033333333333334
"A.,",4.663333333333333
A..,2.8333333333333335
A./,4.0
A.;,3.6666666666666665
A.A,4.666666666666667
A.B,4.333333333333333
A.C,4.663333333333333
A.D,4.996666666666667
A.E,4.83
A.F,4.996666666666667
A.G,4.333333333333333
A.H,4.083333333333333
A.I,4.08
A.J,4.746666666666667
A.K,4.496666666666667
A.L,2.9166666666666665
A.M,4.58
A.N,4.083333333333333
A.O,2.3333333333333335
A.P,3.0833333333333335
A.Q,4.333333333333333
A.R,4.663333333333333
A.S,4.666666666666667
A.T,4.333333333333333
A.U,4.163333333333333
A.V,4.83
A.W,4.333333333333333
A.X,4.333333333333333
A.Y,3.8333333333333335
A.Z,4.5
A.[,2.7533333333333334
A/',2.42
"A/,",4.58
A/.,4.5
A//,3.1666666666666665
A/;,3.0833333333333335
A/A,3.8333333333333335
A/B,4.5
A/C,4.83
A/D,5.163333333333333
A/E,4.996666666666667
A/F,5.163333333333333
A/G,4.5
A/H,4.25
A/I,4.496666666666667
A/J,4.913333333333333
A/K,4.913333333333333
A/L,4.333333333333333
A/M,4.746666666666667
A/N,4.25
A/O,3.75
A/P,2.5
A/Q,3.5
A/R,4.83
A/S,4.833333333333333
A/T,4.5
A/U,4.33
A/V,4.996666666666667
A/W,4.5
A/X,4.5
A/Y,4.0
A/Z,3.6666666666666665
A/[,2.17
A;',2.836666666666667
"A;,",4.746666666666667
A;.,4.166666666666667
A;/,3.0833333333333335
A;;,3.5
A;A,4.0
A;B,4.666666666666667
A;C,4.996666666666667
A;D,5.33
A;E,5.163333333333333
A;F,5.33
A;G,4.666666666666667
A;H,4.416666666666667
A;I,4.913333333333333
A;J,5.08
A;K,5.08
A;L,5.0
A;M,4.913333333333333
A;N,4.416666666666667
A;O,4.166666666666667
A;P,2.9166666666666665
A;Q,3.6666666666666665
A;R,4.996666666666667
A;S,5.0
A;T,4.666666666666667
A;U,4.746666666666667
A;V,5.163333333333333
A;W,4.666666666666667
A;X,4.666666666666667
A;Y,4.416666666666667
A;Z,3.8333333333333335
A;[,2.586666666666667
AA',2.836666666666667
"AA,",3.4966666666666666
AA.,3.1666666666666665
AA/,3.3333333333333335
AA;,3.5
AAA,3.0
AAB,2.9166666666666665
AAC,3.2466666666666666
AAD,3.58
AAE,3.4133333333333336
AAF,3.58
AAG,2.9166666666666665
AAH,3.1666666666666665
AAI,3.6633333333333336
AAJ,3.83
AAK,3.83
AAL,3.5
AAM,3.6633333333333336
AAN,3.1666666666666665
AAO,3.1666666666666665
AAP,3.1666666666666665
AAQ,2.4166666666666665
AAR,3.2466666666666666
AAS,3.5
AAT,2.9166666666666665
AAU,3.4966666666666666
AAV,3.4133333333333336
AAW,2.6666666666666665
AAX,2.6666666666666665
AAY,3.1666666666666665
AAZ,2.5833333333333335
AA[,2.836666666666667
AB',3.743333333333333
"AB,",4.423333333333334
AB.,4.083333333333333
AB/,4.25
AB;,4.416666666666667
ABA,3.1666666666666665
ABB,2.5833333333333335
ABC,3.1733333333333333
ABD,3.256666666666667
ABE,2.84
ABF,3.006666666666667
ABG,2.3333333333333335
ABH,4.083333333333333
ABI,4.59
ABJ,4.756666666666667
ABK,4.756666666666667
ABL,4.416666666666667
ABM,4.59
ABN,4.083333333333333
ABO,4.083333333333333
ABP,4.083333333333333
ABQ,2.5833333333333335
ABR,2.4233333333333333
ABS,3.1666666666666665
ABT,2.0833333333333335
ABU,4.423333333333334
ABV,3.09
ABW,2.5833333333333335
ABX,2.8333333333333335
ABY,4.083333333333333
ABZ,3.0
AB[,3.743333333333333
AC',4.083333333333333
"AC,",4.753333333333333
AC.,4.413333333333333
AC/,4.58
AC;,4.746666666666667
ACA,3.4966666666666666
ACB,4.173333333333334
ACC,3.2533333333333334
ACD,3.336666666666667
ACE,2.92
ACF,4.586666666666667
ACG,3.9233333333333333
ACH,4.423333333333334
ACI,4.92
ACJ,5.086666666666667
ACK,5.086666666666667
ACL,4.746666666666667
ACM,4.92
ACN,4.423333333333334
ACO,4.413333333333333
ACP,4.413333333333333
ACQ,2.913333333333333
ACR,4.003333333333333
ACS,3.2466666666666666
ACT,3.6733333333333333
ACU,4.753333333333333
ACV,4.92
ACW,2.663333333333333
ACX,3.413333333333333
ACY,4.423333333333334
ACZ,3.33
AC[,4.083333333333333
AD',4.416666666666667
"AD,",5.086666666666667
AD.,4.746666666666667
AD/,4.913333333333333
AD;,5.08
ADA,3.83
ADB,4.256666666666667
ADC,3.336666666666667
ADD,3.92
ADE,3.5033333333333334
ADF,5.42
ADG,4.506666666666667
ADH,4.756666666666667
ADI,5.253333333333334
ADJ,5.42
ADK,5.42
ADL,5.08
ADM,5.253333333333334
ADN,4.756666666666667
ADO,4.746666666666667
ADP,4.746666666666667
ADQ,3.4966666666666666
ADR,4.586666666666667
ADS,4.08
ADT,4.256666666666667
ADU,5.086666666666667
ADV,4.753333333333334
ADW,3.2466666666666666
ADX,3.2466666666666666
ADY,4.756666666666667
ADZ,3.6633333333333336
AD[,4.416666666666667
AE',4.25
"AE,",4.92
AE.,4.58
AE/,4.746666666666667
AE;,4.913333333333333
AEA,3.6633333333333336
AEB,3.84
AEC,2.92
AED,3.5033333333333334
AEE,3.586666666666667
AEF,4.753333333333334
AEG,4.09
AEH,4.59
AEI,5.086666666666667
AEJ,5.253333333333334
AEK,5.253333333333334
AEL,4.913333333333333
AEM,5.086666666666667
AEN,4.59
AEO,4.58
AEP,4.58
AEQ,3.33
AER,4.92
AES,3.4133333333333336
AET,4.34
AEU,4.92
AEV,4.336666666666667
AEW,3.58
AEX,2.83
AEY,4.59
AEZ,3.2466666666666666
AE[,4.25
AF',4.416666666666667
"AF,",5.086666666666667
AF.,4.746666666666667
AF/,4.913333333333333
AF;,5.08
AFA,3.83
AFB,3.006666666666667
AFC,3.586666666666667
AFD,4.42
AFE,3.7533333333333334
AFF,3.92
AFG,3.256666666666667
AFH,4.756666666666667
AFI,5.253333333333334
AFJ,5.42
AFK,5.42
AFL,5.08
AFM,5.253333333333334
AFN,4.756666666666667
AFO,4.746666666666667
AFP,4.746666666666667
AFQ,3.4966666666666666
AFR,3.336666666666667
AFS,3.83
AFT,3.006666666666667
AFU,5.086666666666667
AFV,3.5033333333333334
AFW,3.4966666666666666
AFX,3.4966666666666666
AFY,4.756666666666667
AFZ,3.6633333333333336
AF[,4.416666666666667
AG',3.743333333333333
"AG,",4.423333333333334
AG.,4.083333333333333
AG/,4.25
AG;,4.416666666666667
AGA,3.1666666666666665
AGB,2.3333333333333335
AGC,2.9233333333333333
AGD,3.506666666666667
AGE,3.09
AGF,3.256666666666667
AGG,2.5833333333333335
AGH,4.083333333333333
AGI,4.59
AGJ,4.756666666666667
AGK,4.756666666666667
AGL,4.416666666666667
AGM,4.59
AGN,4.083333333333333
AGO,4.083333333333333
AGP,4.083333333333333
AGQ,2.8333333333333335
AGR,2.6733333333333333
AGS,3.1666666666666665
AGT,2.3333333333333335
AGU,4.423333333333334
AGV,2.84
AGW,2.8333333333333335
AGX,2.8333333333333335
AGY,4.083333333333333
AGZ,3.0
AG[,3.743333333333333
AH',3.243333333333333
"AH,",3.6733333333333333
AH.,3.5833333333333335
AH/,3.75
AH;,3.9166666666666665
AHA,4.666666666666667
AHB,4.333333333333333
AHC,4.673333333333334
AHD,5.006666666666667
AHE,4.84
AHF,5.006666666666667
AHG,4.333333333333333
AHH,2.8333333333333335
AHI,3.84
AHJ,3.506666666666667
AHK,4.256666666666667
AHL,3.9166666666666665
AHM,3.09
AHN,2.5833333333333335
AHO,3.5833333333333335
AHP,3.5833333333333335
AHQ,4.333333333333333
AHR,4.673333333333334
AHS,4.666666666666667
AHT,4.333333333333333
AHU,2.9233333333333333
AHV,4.84
AHW,4.333333333333333
AHX,4.333333333333333
AHY,2.5833333333333335
AHZ,4.5
AH[,3.243333333333333
AI',3.75
"AI,",3.17
AI.,3.58
AI/,3.9966666666666666
AI;,4.413333333333333
AIA,5.163333333333333
AIB,4.84
AIC,5.17
AID,5.503333333333334
AIE,5.336666666666667
AIF,5.503333333333334
AIG,4.84
AIH,4.34
AII,3.836666666666667
AIJ,5.003333333333334
AIK,3.7533333333333334
AIL,4.163333333333333
AIM,4.586666666666667
AIN,4.09
AIO,4.33
AIP,4.08
AIQ,4.83
AIR,5.17
AIS,5.163333333333333
AIT,4.84
AIU,5.17
AIV,5.336666666666667
AIW,4.83
AIX,4.83
AIY,4.59
AIZ,4.996666666666667
AI[,3.75
AJ',3.9166666666666665
"AJ,",4.336666666666667
AJ.,4.246666666666667
AJ/,4.413333333333333
AJ;,4.58
AJA,5.33
AJB,5.006666666666667
AJC,5.336666666666667
AJD,5.67
AJE,5.503333333333334
AJF,5.67
AJG,5.006666666666667
AJH,3.506666666666667
AJI,4.503333333333334
AJJ,4.17
AJK,5.17
AJL,4.58
AJM,3.7533333333333334
AJN,3.256666666666667
AJO,4.246666666666667
AJP,4.246666666666667
AJQ,4.996666666666667
AJR,5.336666666666667
AJS,5.33
AJT,5.006666666666667
AJU,3.586666666666667
AJV,5.503333333333334
AJW,4.996666666666667
AJX,4.996666666666667
AJY,3.256666666666667
AJZ,5.163333333333333
AJ[,3.9166666666666665
AK',3.9166666666666665
"AK,",3.586666666666667
AK.,3.9966666666666666
AK/,4.413333333333333
AK;,4.58
AKA,5.33
AKB,5.006666666666667
AKC,5.336666666666667
AKD,5.67
AKE,5.503333333333334
AKF,5.67
AKG,5.006666666666667
AKH,4.756666666666667
AKI,3.7533333333333334
AKJ,5.67
AKK,4.17
AKL,4.83
AKM,5.003333333333334
AKN,4.506666666666667
AKO,3.9966666666666666
AKP,4.246666666666667
AKQ,4.996666666666667
AKR,5.336666666666667
AKS,5.33
AKT,5.006666666666667
AKU,4.836666666666667
AKV,5.503333333333334
AKW,4.996666666666667
AKX,4.996666666666667
AKY,4.506666666666667
AKZ,5.163333333333333
AK[,3.9166666666666665
AL',3.586666666666667
"AL,",4.496666666666667
AL.,2.9166666666666665
AL/,3.8333333333333335
AL;,4.5
ALA,5.0
ALB,4.666666666666667
ALC,4.996666666666667
ALD,5.33
ALE,5.163333333333333
ALF,5.33
ALG,4.666666666666667
ALH,4.416666666666667
ALI,4.663333333333333
ALJ,5.08
ALK,5.33
ALL,3.5
ALM,4.913333333333333
ALN,4.416666666666667
ALO,2.9166666666666665
ALP,3.6666666666666665
ALQ,4.666666666666667
ALR,4.996666666666667
ALS,5.0
ALT,4.666666666666667
ALU,4.746666666666667
ALV,5.163333333333333
ALW,4.666666666666667
ALX,4.666666666666667
ALY,4.416666666666667
ALZ,4.833333333333333
AL[,3.336666666666667
AM',3.75
"AM,",4.67
AM.,4.08
AM/,4.246666666666667
AM;,4.413333333333333
AMA,5.163333333333333
AMB,4.84
AMC,5.17
AMD,5.503333333333334
AME,5.336666666666667
AMF,5.503333333333334
AMG,4.84
AMH,3.09
AMI,4.086666666666667
AMJ,3.7533333333333334
AMK,4.503333333333334
AML,4.413333333333333
AMM,3.836666666666667
AMN,3.34
AMO,3.83
AMP,3.83
AMQ,4.83
AMR,5.17
AMS,5.163333333333333
AMT,4.84
AMU,3.17
AMV,5.336666666666667
AMW,4.83
AMX,4.83
AMY,2.84
AMZ,4.996666666666667
AM[,3.5
AN',3.243333333333333
"AN,",3.9233333333333333
AN.,3.5833333333333335
AN/,3.75
AN;,3.9166666666666665
ANA,4.666666666666667
ANB,4.333333333333333
ANC,4.673333333333334
AND,5.006666666666667
ANE,4.84
ANF,5.006666666666667
ANG,4.333333333333333
ANH,2.5833333333333335
ANI,3.59
ANJ,3.256666666666667
ANK,4.006666666666667
ANL,3.9166666666666665
ANM,3.34
ANN,2.8333333333333335
ANO,3.3333333333333335
ANP,3.3333333333333335
ANQ,4.333333333333333
ANR,4.673333333333334
ANS,4.666666666666667
ANT,4.333333333333333
ANU,2.6733333333333333
ANV,4.84
ANW,4.333333333333333
ANX,4.333333333333333
ANY,2.3333333333333335
ANZ,4.5
AN[,2.993333333333333
AO',3.0033333333333334
"AO,",3.913333333333333
AO.,2.3333333333333335
AO/,3.25
AO;,3.6666666666666665
AOA,4.666666666666667
AOB,4.333333333333333
AOC,4.663333333333333
AOD,4.996666666666667
AOE,4.83
AOF,4.996666666666667
AOG,4.333333333333333
AOH,4.083333333333333
AOI,4.83
AOJ,4.746666666666667
AOK,4.496666666666667
AOL,2.9166666666666665
AOM,4.33
AON,3.8333333333333335
AOO,2.8333333333333335
AOP,3.8333333333333335
AOQ,4.333333333333333
AOR,4.663333333333333
AOS,4.666666666666667
AOT,4.333333333333333
AOU,4.413333333333333
AOV,4.83
AOW,4.333333333333333
AOX,4.333333333333333
AOY,4.083333333333333
AOZ,4.5
AO[,3.2533333333333334
AP',2.2533333333333334
"AP,",4.163333333333333
AP.,3.5833333333333335
AP/,2.5
AP;,2.9166666666666665
APA,3.6666666666666665
APB,4.333333333333333
APC,4.663333333333333
APD,4.996666666666667
APE,4.83
APF,4.996666666666667
APG,4.333333333333333
APH,4.083333333333333
API,4.58
APJ,4.746666666666667
APK,4.746666666666667
APL,4.166666666666667
APM,4.33
APN,3.8333333333333335
APO,4.333333333333333
APP,2.8333333333333335
APQ,3.3333333333333335
APR,4.663333333333333
APS,4.666666666666667
APT,4.333333333333333
APU,4.413333333333333
APV,4.83
APW,4.333333333333333
APX,4.333333333333333
APY,4.083333333333333
APZ,3.5
AP[,2.5033333333333334
AQ',2.2533333333333334
"AQ,",2.913333333333333
AQ.,2.5833333333333335
AQ/,2.75
AQ;,2.9166666666666665
AQA,2.1666666666666665
AQB,2.0833333333333335
AQC,2.413333333333333
AQD,2.9966666666666666
AQE,2.83
AQF,2.9966666666666666
AQG,2.3333333333333335
AQH,2.5833333333333335
AQI,3.08
AQJ,3.2466666666666666
AQK,3.2466666666666666
AQL,2.9166666666666665
AQM,3.08
AQN,2.5833333333333335
AQO,2.5833333333333335
AQP,2.5833333333333335
AQQ,2.0833333333333335
AQR,2.663333333333333
AQS,2.4166666666666665
AQT,2.3333333333333335
AQU,2.913333333333333
AQV,2.58
AQW,2.5833333333333335
AQX,1.8333333333333333
AQY,2.5833333333333335
AQZ,1.75
AQ[,2.2533333333333334
AR',4.083333333333333
"AR,",4.753333333333333
AR.,4.413333333333333
AR/,4.58
AR;,4.746666666666667
ARA,3.4966666666666666
ARB,2.4233333333333333
ARC,3.0033333333333334
ARD,3.586666666666667
ARE,3.92
ARF,3.336666666666667
ARG,2.6733333333333333
ARH,4.423333333333334
ARI,4.92
ARJ,5.086666666666667
ARK,5.086666666666667
ARL,4.746666666666667
ARM,4.92
ARN,4.423333333333334
ARO,4.413333333333333
ARP,4.413333333333333
ARQ,3.163333333333333
ARR,3.2533333333333334
ARS,3.4966666666666666
ART,2.9233333333333333
ARU,4.753333333333333
ARV,2.92
ARW,3.163333333333333
ARX,2.913333333333333
ARY,4.423333333333334
ARZ,3.08
AR[,4.083333333333333
AS',4.336666666666667
"AS,",4.996666666666667
AS.,4.666666666666667
AS/,4.833333333333333
AS;,5.0
ASA,4.0
ASB,4.416666666666667
ASC,4.496666666666667
ASD,5.33
ASE,4.663333333333333
ASF,5.08
ASG,4.416666666666667
ASH,4.666666666666667
ASI,5.163333333333333
ASJ,5.33
ASK,5.33
ASL,5.0
ASM,5.163333333333333
ASN,4.666666666666667
ASO,4.666666666666667
ASP,4.666666666666667
ASQ,3.1666666666666665
ASR,4.746666666666667
ASS,3.5
AST,4.416666666666667
ASU,4.996666666666667
ASV,4.913333333333333
ASW,2.9166666666666665
ASX,2.9166666666666665
ASY,4.666666666666667
ASZ,3.3333333333333335
AS[,4.336666666666667
AT',3.743333333333333
"AT,",4.423333333333334
AT.,4.083333333333333
AT/,4.25
AT;,4.416666666666667
ATA,3.1666666666666665
ATB,2.0833333333333335
ATC,2.6733333333333333
ATD,3.256666666666667
ATE,3.34
ATF,3.006666666666667
ATG,2.3333333333333335
