key_triple,engram6_score
",'I",3.006666666666667
",'J",3.1733333333333333
",'K",3.1733333333333333
",'L",2.8333333333333335
",'M",3.006666666666667
",'N",2.5
",'O",2.25
",'P",2.0
",'Q",3.25
",'R",3.59
",'S",3.5833333333333335
",'T",3.25
",'U",2.84
",'V",3.756666666666667
",'W",3.25
",'X",3.25
",'Y",2.5
",'Z",3.4166666666666665
",'[",1.6600000000000001
",,'",2.59
",,,",3.0
",,.",3.17
",,/",3.086666666666667
",,;",3.2533333333333334
",,A",3.5033333333333334
",,B",3.17
",,C",3.5
",,D",3.8333333333333335
",,E",3.6666666666666665
",,F",3.8333333333333335
",,G",3.17
",,H",2.67
",,I",2.6666666666666665
",,J",3.3333333333333335
",,K",3.0833333333333335
",,L",3.0033333333333334
",,M",3.6666666666666665
",,N",2.92
",,O",2.42
",,P",2.67
",,Q",3.17
",,R",3.5
",,S",3.5033333333333334
",,T",3.17
",,U",2.75
",,V",3.6666666666666665
",,W",3.17
",,X",3.17
",,Y",2.42
",,Z",3.336666666666667
",,[",2.34
",.'",3.0
",.,",3.67
",..",2.83
",./",3.9966666666666666
",.;",3.663333333333333
",.A",4.163333333333333
",.B",3.84
",.C",4.17
",.D",4.503333333333333
",.E",4.336666666666667
",.F",4.503333333333333
",.G",3.84
",.H",3.09
",.I",3.086666666666667
",.J",3.7533333333333334
",.K",3.5033333333333334
",.L",2.913333333333333
",.M",3.586666666666667
",.N",3.09
",.O",2.33
",.P",3.08
",.Q",3.83
",.R",4.17
",.S",4.163333333333333
",.T",3.84
",.U",3.17
",.V",4.336666666666667
",.W",3.83
",.X",3.83
",.Y",2.84
",.Z",3.9966666666666666
",.[",2.75
",/'",2.1666666666666665
",/,",3.336666666666667
",/.",3.2466666666666666
",//",2.913333333333333
",/;",2.83
",/A",4.08
",/B",3.756666666666667
",/C",4.086666666666667
",/D",4.42
",/E",4.253333333333333
",/F",4.42
",/G",3.756666666666667
",/H",3.006666666666667
",/I",3.2533333333333334
",/J",3.67
",/K",3.67
",/L",3.08
",/M",3.5033333333333334
",/N",3.006666666666667
",/O",2.4966666666666666
",/P",2.2466666666666666
",/Q",3.7466666666666666
",/R",4.086666666666667
",/S",4.08
",/T",3.756666666666667
",/U",3.086666666666667
",/V",4.253333333333333
",/W",3.7466666666666666
",/X",3.7466666666666666
",/Y",2.756666666666667
",/Z",3.913333333333333
",/[",1.9166666666666667
",;'",2.5833333333333335
",;,",3.5033333333333334
",;.",2.913333333333333
",;/",2.83
",;;",3.2466666666666666
",;A",4.246666666666667
",;B",3.9233333333333333
",;C",4.253333333333333
",;D",4.586666666666667
",;E",4.42
",;F",4.586666666666667
",;G",3.9233333333333333
",;H",3.1733333333333333
",;I",3.67
",;J",3.836666666666667
",;K",3.836666666666667
",;L",3.7466666666666666
",;M",3.67
",;N",3.1733333333333333
",;O",2.913333333333333
",;P",2.663333333333333
",;Q",3.913333333333333
",;R",4.253333333333333
",;S",4.246666666666667
",;T",3.9233333333333333
",;U",3.5033333333333334
",;V",4.42
",;W",3.913333333333333
",;X",3.913333333333333
",;Y",3.1733333333333333
",;Z",4.08
",;[",2.3333333333333335
",A'",4.333333333333333
",A,",5.003333333333333
",A.",4.663333333333333
",A/",4.83
",A;",4.996666666666667
",AA",3.4966666666666666
",AB",4.423333333333334
",AC",4.753333333333333
",AD",5.086666666666667
",AE",4.92
",AF",5.086666666666667
",AG",4.423333333333334
",AH",4.673333333333334
",AI",5.17
",AJ",5.336666666666667
",AK",5.336666666666667
",AL",4.996666666666667
",AM",5.17
",AN",4.673333333333334
",AO",4.663333333333333
",AP",4.663333333333333
",AQ",2.913333333333333
",AR",4.753333333333333
",AS",4.996666666666667
",AT",4.423333333333334
",AU",5.003333333333333
",AV",4.92
",AW",4.163333333333333
",AX",4.163333333333333
",AY",4.673333333333334
",AZ",3.08
",A[",4.333333333333333
",B'",4.0
",B,",4.67
",B.",4.34
",B/",4.506666666666667
",B;",4.673333333333334
",BA",3.9233333333333333
",BB",2.83
",BC",3.92
",BD",4.003333333333333
",BE",3.586666666666667
",BF",3.2533333333333334
",BG",2.58
",BH",4.33
",BI",4.836666666666667
",BJ",5.003333333333333
",BK",5.003333333333333
",BL",4.673333333333334
",BM",4.836666666666667
",BN",4.33
",BO",4.34
",BP",4.34
",BQ",3.34
",BR",2.67
",BS",3.9233333333333333
",BT",2.33
",BU",4.67
",BV",3.336666666666667
",BW",3.34
",BX",3.59
",BY",4.33
",BZ",3.756666666666667
",B[",4.0
",C'",4.34
",C,",4.0
",C.",4.67
",C/",4.836666666666667
",C;",5.003333333333333
",CA",4.253333333333333
",CB",4.42
",CC",3.5
",CD",3.5833333333333335
",CE",3.1666666666666665
",CF",4.833333333333333
",CG",4.17
",CH",4.67
",CI",4.166666666666667
",CJ",5.333333333333333
",CK",4.333333333333333
",CL",5.003333333333333
",CM",5.166666666666667
",CN",4.67
",CO",4.67
",CP",4.67
",CQ",3.67
",CR",4.25
",CS",4.003333333333333
",CT",3.92
",CU",5.0
",CV",5.166666666666667
",CW",3.42
",CX",4.17
",CY",4.67
",CZ",4.086666666666667
",C[",4.34
",D'",4.673333333333334
",D,",4.333333333333333
",D.",5.003333333333333
",D/",5.17
",D;",5.336666666666667
",DA",4.586666666666667
",DB",4.503333333333333
",DC",3.5833333333333335
",DD",4.166666666666667
",DE",3.75
",DF",5.666666666666667
",DG",4.753333333333333
",DH",5.003333333333333
",DI",4.5
