key_pair,comfort_score,distance_score,time_score,dvorak7_score,dvorak7_repetition,dvorak7_movement,dvorak7_vertical,dvorak7_horizontal,dvorak7_adjacent,dvorak7_weak,dvorak7_outward,comfort_score_normalized,distance_score_normalized,time_score_normalized,dvorak7_score_normalized,dvorak7_repetition_normalized,dvorak7_movement_normalized,dvorak7_vertical_normalized,dvorak7_horizontal_normalized,dvorak7_adjacent_normalized,dvorak7_weak_normalized,dvorak7_outward_normalized
"M,",-0.872701,42.941821,511.2,0.642857,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.412387,0.689006,0.192258,0.636364,0.5,0.0,1.0,1.0,1.0,1.0,0.0
M.,-0.941505,42.941821,568.75,0.571429,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.36257,0.689006,0.315873,0.545455,0.5,0.0,1.0,1.0,1.0,0.5,0.0
M/,-0.926848,42.941821,559.5,0.571429,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.373182,0.689006,0.296005,0.545455,0.5,0.0,1.0,1.0,1.0,0.5,0.0
M;,-0.852999,21.470911,569.9,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.426652,0.344503,0.318343,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
MA,-0.436359,21.470911,500.8,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.728318,0.344503,0.169919,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
MB,-0.685918,56.140782,608.7,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.900785,0.401684,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
MC,-0.643213,42.941821,561.6,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.578546,0.689006,0.300515,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
MD,-0.370695,21.470911,554.15,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.775861,0.344503,0.284513,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
ME,-0.438389,41.117793,509.47373,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.726848,0.659739,0.18855,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
MF,-0.298204,21.470911,590.179828,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.828348,0.344503,0.361904,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
MG,-0.685918,40.470911,607.7,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.64936,0.399536,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
MH,-1.216656,56.140782,629.5,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.163348,0.900785,0.446362,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
MI,-0.928152,41.117793,541.261452,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.372238,0.659739,0.256829,0.454545,0.5,0.0,0.0,1.0,1.0,1.0,0.0
MJ,-0.672153,42.941821,622.85,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.557592,0.689006,0.432078,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
MK,-0.719612,21.470911,549.9,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.523229,0.344503,0.275384,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
ML,-0.821044,21.470911,530.2,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.449789,0.344503,0.233069,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
MM,-0.535279,21.470911,569.9,0.428571,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.656695,0.344503,0.318343,0.363636,0.0,0.0,1.0,1.0,0.0,1.0,0.0
MN,-1.216656,40.470911,523.2,0.357143,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.163348,0.64936,0.218033,0.272727,0.0,0.0,1.0,0.5,0.0,1.0,0.0
MO,-1.097858,41.117793,501.524666,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.249363,0.659739,0.171476,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
MP,-1.216656,41.117793,576.4,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.163348,0.659739,0.332305,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
MQ,-0.626103,41.117793,685.4,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.590934,0.659739,0.566433,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
MR,-0.438389,41.117793,556.792823,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.726848,0.659739,0.29019,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
MS,-0.404458,21.470911,590.198516,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.751415,0.344503,0.361944,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
MT,-0.685918,45.071758,569.9,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.723181,0.318343,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
MU,-0.998812,62.324307,551.9,0.285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.321077,1.0,0.27968,0.181818,0.0,0.0,0.0,1.0,0.0,1.0,0.0
MV,-0.535279,42.941821,657.3,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.656695,0.689006,0.506075,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
MW,-0.539175,41.117793,687.1,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.653874,0.659739,0.570085,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
MX,-0.677529,42.941821,622.85,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5537,0.689006,0.432078,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
MY,-1.216656,72.461106,599.3,0.214286,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.163348,1.0,0.381494,0.090909,0.0,0.0,0.0,0.5,0.0,1.0,0.0
MZ,-0.652689,42.941821,646.35,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.571685,0.689006,0.482555,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
M[,-1.216656,45.071758,607.2,0.357143,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.163348,0.723181,0.398462,0.272727,0.5,0.0,0.0,0.5,1.0,0.5,0.0
N',-1.442261,40.023796,558.5,0.357143,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.642186,0.293857,0.272727,0.5,0.0,0.5,0.0,1.0,0.5,0.0
"N,",-1.309704,42.494707,558.5,0.571429,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.095977,0.681832,0.293857,0.545455,0.5,0.0,1.0,0.5,1.0,1.0,0.0
N.,-1.363758,42.494707,558.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.056839,0.681832,0.293857,0.454545,0.5,0.0,1.0,0.5,1.0,0.5,0.0
N/,-1.428568,42.494707,558.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.009914,0.681832,0.293857,0.454545,0.5,0.0,1.0,0.5,1.0,0.5,0.0
N;,-1.108615,21.023796,558.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.241574,0.337329,0.293857,0.454545,0.5,0.707107,0.5,0.5,1.0,0.5,0.0
NA,-0.586998,21.023796,565.747941,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.619248,0.337329,0.309425,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
NB,-0.836557,55.693668,615.772247,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.893611,0.416875,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
NC,-0.793852,42.494707,547.201329,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.469477,0.681832,0.269587,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
ND,-0.521334,21.023796,528.258575,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.337329,0.228899,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
NE,-0.589028,40.670679,604.979604,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.652565,0.393693,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
NF,-0.448844,21.023796,623.789828,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.337329,0.434097,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
NG,-0.836557,40.023796,563.546829,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.642186,0.304697,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
NH,-1.442261,42.494707,585.427934,0.214286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.681832,0.351697,0.090909,0.0,0.0,0.5,0.0,0.0,1.0,0.0
NI,-1.25098,40.670679,589.599203,0.428571,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.138496,0.652565,0.360657,0.363636,0.5,0.0,0.0,0.5,1.0,1.0,0.0
NJ,-0.836557,42.047592,566.456101,0.357143,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.438556,0.674658,0.310946,0.272727,0.0,0.707107,0.5,0.5,0.0,1.0,0.0
NK,-0.953484,21.023796,547.410286,0.571429,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.353896,0.337329,0.270036,0.545455,0.5,0.707107,0.5,0.5,1.0,1.0,0.0
NL,-1.030731,21.023796,592.368378,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.297966,0.337329,0.366605,0.454545,0.5,0.707107,0.5,0.5,1.0,0.5,0.0
NM,-1.095099,40.023796,554.2,0.357143,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.251361,0.642186,0.28462,0.272727,0.0,0.0,1.0,0.5,0.0,1.0,0.0
NN,-1.442261,21.023796,605.546853,0.285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.337329,0.394912,0.181818,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NO,-1.306993,40.670679,602.360954,0.357143,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.09794,0.652565,0.388068,0.272727,0.5,0.0,0.0,0.5,1.0,0.5,0.0
NP,-1.442261,40.670679,678.805932,0.357143,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.652565,0.552269,0.272727,0.5,0.0,0.0,0.5,1.0,0.5,0.0
NQ,-0.776742,40.670679,695.566403,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.652565,0.58827,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
NR,-0.589028,40.670679,549.414023,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.652565,0.27434,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
NS,-0.555098,21.023796,592.942655,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.337329,0.367838,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
NT,-0.836557,44.624643,547.048059,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.716007,0.269258,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
NU,-1.242302,59.233742,596.116165,0.214286,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.144779,0.950412,0.374655,0.090909,0.0,0.0,0.0,0.5,0.0,1.0,0.0
NV,-0.685918,42.494707,634.241956,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.681832,0.456548,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
NW,-0.689815,40.670679,624.842038,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.652565,0.436357,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
NX,-0.828168,42.494707,655.131765,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.44463,0.681832,0.501418,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
NY,-1.442261,61.877192,623.993322,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.992826,0.434534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NZ,-0.803329,42.494707,656.907846,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.462615,0.681832,0.505233,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
N[,-1.442261,44.624643,558.5,0.285714,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.716007,0.293857,0.181818,0.5,0.0,0.0,0.0,1.0,0.5,0.0
O',-1.428568,38.646883,514.3,0.214286,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.009914,0.620093,0.198916,0.090909,0.5,0.0,0.5,0.5,0.0,0.0,0.0
"O,",-1.099662,41.117793,505.318198,0.428571,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.248057,0.659739,0.179624,0.363636,0.5,0.0,0.0,1.0,0.0,0.5,1.0
O.,-1.274026,60.500279,550.466849,0.142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.121809,0.970733,0.276602,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O/,-1.428568,41.117793,558.253804,0.214286,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.009914,0.659739,0.293328,0.090909,0.5,0.0,0.0,1.0,0.0,0.0,0.0
O;,-0.932945,19.646883,514.3,0.357143,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.368767,0.315236,0.198916,0.272727,0.5,0.707107,0.5,1.0,0.0,0.0,0.0
OA,-0.440255,19.646883,514.3,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.725496,0.315236,0.198916,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
OB,-0.689815,54.316754,705.189374,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.871518,0.60894,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
OC,-0.64711,41.117793,539.863402,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.575724,0.659739,0.253826,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
OD,-0.374592,19.646883,522.432783,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.77304,0.315236,0.216385,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
OE,-0.442286,39.293765,553.970822,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.724026,0.630473,0.284128,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
OF,-0.302101,19.646883,613.280432,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.825526,0.315236,0.411523,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
OG,-0.689815,38.646883,661.815039,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.620093,0.515774,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
OH,-1.428568,38.646883,652.059777,0.571429,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.009914,0.620093,0.49482,0.545455,0.5,0.0,0.5,0.5,1.0,0.5,1.0
OI,-0.543072,39.293765,480.800688,0.571429,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.651052,0.630473,0.126961,0.545455,0.5,0.0,1.0,1.0,0.0,0.5,1.0
OJ,-0.593653,19.646883,522.059029,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.61443,0.315236,0.215583,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
OK,-0.641962,19.646883,514.038813,0.571429,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.579452,0.315236,0.198355,0.545455,0.5,0.707107,0.5,1.0,0.0,0.5,1.0
OL,-0.884553,39.293765,536.949702,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.403805,0.630473,0.247567,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
OM,-0.976303,41.117793,555.57743,0.571429,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.337374,0.659739,0.287579,0.545455,0.5,0.0,0.0,1.0,1.0,0.5,1.0
ON,-1.428568,40.670679,558.800017,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.009914,0.652565,0.294501,0.454545,0.5,0.0,0.0,0.5,1.0,0.5,1.0
OO,-0.579716,19.646883,524.944622,0.285714,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.62452,0.315236,0.221781,0.181818,0.0,0.0,1.0,1.0,0.0,0.0,0.0
OP,-0.917174,39.293765,518.382789,0.357143,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.380186,0.630473,0.207686,0.272727,0.5,0.0,1.0,1.0,0.0,0.0,0.0
OQ,-0.63,39.293765,587.718765,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.588113,0.630473,0.356617,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
OR,-0.442286,39.293765,584.588408,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.724026,0.630473,0.349894,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
OS,-0.408355,19.646883,518.256592,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.748593,0.315236,0.207415,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
OT,-0.689815,43.24773,571.268196,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.693914,0.321282,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
OU,-0.586577,39.293765,576.580412,0.714286,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.619553,0.630473,0.332693,0.727273,0.5,0.0,1.0,1.0,1.0,0.5,1.0
OV,-0.539175,41.117793,555.794917,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.653874,0.659739,0.288046,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
OW,-0.543072,39.293765,540.964788,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.651052,0.630473,0.256192,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
OX,-0.681426,41.117793,554.713355,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.550878,0.659739,0.285723,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
OY,-1.428568,50.257338,553.45666,0.642857,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.009914,0.806384,0.283024,0.636364,0.5,0.0,1.0,0.5,1.0,0.5,1.0
OZ,-0.656586,41.117793,530.419835,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.568863,0.659739,0.233541,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
O[,-1.428568,43.24773,537.867732,0.285714,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.009914,0.693914,0.249539,0.181818,0.5,0.0,1.0,0.5,0.0,0.0,0.0
P',-1.411596,50.257338,629.1,0.142857,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.022203,0.806384,0.445503,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
"P,",-1.280751,41.117793,629.1,0.571429,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.11694,0.659739,0.445503,0.545455,0.5,0.0,0.0,1.0,1.0,0.5,1.0
P.,-1.32073,41.117793,636.2,0.357143,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.087994,0.659739,0.460753,0.272727,0.5,0.0,0.0,1.0,0.0,0.0,1.0
P/,-1.411596,60.500279,629.1,0.142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022203,0.970733,0.445503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P;,-1.108615,39.293765,629.1,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.241574,0.630473,0.445503,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
PA,-0.527183,19.646883,596.892476,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.662557,0.315236,0.376322,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
PB,-0.776742,54.316754,770.568794,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.871518,0.749373,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
PC,-0.734038,41.117793,626.319881,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.512785,0.659739,0.439531,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
PD,-0.461519,19.646883,633.589351,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7101,0.315236,0.455146,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
PE,-0.529213,39.293765,627.209935,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.441443,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
PF,-0.389029,19.646883,631.127184,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.762587,0.315236,0.449857,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
PG,-0.776742,38.646883,769.42515,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.620093,0.746916,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
PH,-1.411596,38.646883,683.231297,0.571429,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.022203,0.620093,0.561775,0.545455,0.5,0.0,0.5,0.5,1.0,0.5,1.0
PI,-0.726832,39.293765,636.844139,0.714286,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.518002,0.630473,0.462137,0.727273,0.5,0.0,1.0,1.0,1.0,0.5,1.0
PJ,-0.716928,19.646883,708.675866,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.525173,0.315236,0.616429,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
PK,-0.814801,19.646883,653.222885,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.454309,0.315236,0.497318,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
PL,-0.863268,19.646883,656.136471,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.419217,0.315236,0.503576,0.454545,0.5,0.707107,0.5,1.0,0.0,0.0,1.0
PM,-1.095099,41.117793,627.6,0.571429,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.251361,0.659739,0.442281,0.545455,0.5,0.0,0.0,1.0,1.0,0.5,1.0
PN,-1.411596,40.670679,664.596276,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.022203,0.652565,0.521748,0.454545,0.5,0.0,0.0,0.5,1.0,0.5,1.0
PO,-0.795618,39.293765,645.127795,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.468198,0.630473,0.47993,0.454545,0.5,0.0,1.0,1.0,0.0,0.0,1.0
PP,-0.884184,19.646883,685.246527,0.285714,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.404072,0.315236,0.566104,0.181818,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PQ,-0.716928,39.293765,770.243945,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.525173,0.630473,0.748675,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
PR,-0.529213,39.293765,686.520546,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.56884,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
PS,-0.495283,19.646883,579.784808,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.685654,0.315236,0.339576,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
PT,-0.776742,43.24773,643.982713,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.693914,0.47747,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
PU,-0.741484,39.293765,678.190208,0.714286,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.507393,0.630473,0.550947,0.727273,0.5,0.0,1.0,1.0,1.0,0.5,1.0
PV,-0.626103,41.117793,706.826802,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.590934,0.659739,0.612457,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
PW,-0.63,39.293765,680.458024,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.588113,0.630473,0.555818,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
PX,-0.768354,41.117793,722.888905,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.487939,0.659739,0.646958,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
PY,-1.411596,50.257338,707.868566,0.642857,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.022203,0.806384,0.614695,0.636364,0.5,0.0,1.0,0.5,1.0,0.5,1.0
PZ,-0.743514,41.117793,757.404978,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.505924,0.659739,0.721097,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
P[,-1.411596,38.646883,629.1,0.214286,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.022203,0.620093,0.445503,0.090909,0.0,0.0,1.0,0.5,0.0,0.0,0.0
Q',-0.776742,38.646883,629.1,0.642857,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.481865,0.620093,0.445503,0.636364,1.0,0.0,1.0,0.5,1.0,0.0,1.0
"Q,",-0.734038,41.117793,626.319881,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.512785,0.659739,0.439531,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
Q.,-0.768354,41.117793,722.888905,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.487939,0.659739,0.646958,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Q/,-0.743514,41.117793,757.404978,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.505924,0.659739,0.721097,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Q;,-0.527183,19.646883,629.1,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.662557,0.315236,0.445503,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
QA,-1.108615,39.293765,629.1,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.241574,0.630473,0.445503,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
QB,-1.411596,54.316754,589.491325,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.022203,0.871518,0.360425,0.454545,0.5,0.0,0.0,0.5,1.0,0.5,1.0
QC,-1.280751,41.117793,629.1,0.571429,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.11694,0.659739,0.445503,0.545455,0.5,0.0,0.0,1.0,1.0,0.5,1.0
QD,-0.814801,19.646883,653.222885,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.454309,0.315236,0.497318,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
QE,-0.726832,39.293765,636.844139,0.714286,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.518002,0.630473,0.462137,0.727273,0.5,0.0,1.0,1.0,1.0,0.5,1.0
