combination,k_way,correlation,p_value,abs_correlation,supports_dvorak,p_fdr_corrected,significant_after_fdr
hands + fingers + dont_cross_home + same_row + columns + strum + strong_fingers,7,0.22635044416478528,1.5390656232933367e-08,0.22635044416478528,True,3.9127489228999755e-08,True
hands + same_row + home_row + strong_fingers,4,0.22628725941078665,1.5536668375439117e-08,0.22628725941078665,True,3.9303156137868265e-08,True
fingers + skip_fingers + same_row + home_row + columns + strum + strong_fingers,7,0.2230592403442599,2.507609942718189e-08,0.2230592403442599,True,6.31225951098027e-08,True
skip_fingers + dont_cross_home + columns + strum + strong_fingers,5,0.22176552250733333,3.031822265714913e-08,0.22176552250733333,True,7.594417538138827e-08,True
hands + fingers + dont_cross_home + columns + strong_fingers,5,0.21897423955359122,4.548575609853458e-08,0.21897423955359122,True,1.1338156764073742e-07,True
hands + fingers + dont_cross_home + home_row + columns + strum + strong_fingers,7,0.21797691326887503,5.251189752998243e-08,0.21797691326887503,True,1.3026009532922826e-07,True
hands + dont_cross_home + same_row,3,0.21793250936126535,5.2847964670539524e-08,0.21793250936126535,True,1.3046043452485844e-07,True
fingers + skip_fingers + same_row + home_row + columns + strum,6,0.21684450736044622,6.176325425267102e-08,0.21684450736044622,True,1.5173568713036004e-07,True
hands + skip_fingers + dont_cross_home + home_row + columns,5,0.21516522194714355,7.843950688893109e-08,0.21516522194714355,True,1.9178271780020952e-07,True
hands + fingers + dont_cross_home + same_row + columns + strum,6,0.2132512551856828,1.0276071171011011e-07,0.2132512551856828,True,2.5005106516126797e-07,True
hands + dont_cross_home + columns + strum + strong_fingers,5,0.2129226891139235,1.0761019232544123e-07,0.2129226891139235,True,2.606104657739359e-07,True
hands + fingers + same_row + home_row + columns + strum + strong_fingers,7,0.21263685448895858,1.1200805716051424e-07,0.21263685448895858,True,2.699816849482207e-07,True
hands + skip_fingers + dont_cross_home + same_row + columns + strum + strong_fingers,7,0.21056837987443117,1.4942320404349292e-07,0.21056837987443117,True,3.584753862264079e-07,True
dont_cross_home + strum,2,0.2101162300590892,1.590783001714862e-07,0.2101162300590892,True,3.7985519340013767e-07,True
fingers + skip_fingers + home_row + columns + strong_fingers,5,0.2081038969386865,2.0984885167259448e-07,0.2081038969386865,True,4.987570381613758e-07,True
hands + skip_fingers + dont_cross_home + home_row + columns + strum + strong_fingers,7,0.20782723449625226,2.1794771868588514e-07,0.20782723449625226,True,5.156077974467005e-07,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + columns + strum + strong_fingers,9,0.20737624977981262,2.317993766170815e-07,0.20737624977981262,True,5.458501449369985e-07,True
hands + skip_fingers + dont_cross_home + columns + strong_fingers,5,0.20714703401986792,2.391609833659102e-07,0.20714703401986792,True,5.606021215595418e-07,True
columns + strum + strong_fingers,3,0.20593719909256156,2.8190490925286366e-07,0.20593719909256156,True,6.577781215900152e-07,True
fingers + same_row,2,0.2057324307718797,2.8983247447830714e-07,0.2057324307718797,True,6.732017929927953e-07,True
skip_fingers + dont_cross_home + home_row,3,0.20568960104636616,2.915175637768197e-07,0.20568960104636616,True,6.740519234839586e-07,True
hands + dont_cross_home + same_row + strong_fingers,4,0.2045486598213294,3.400447466066897e-07,0.2045486598213294,True,7.827156104325156e-07,True
hands + fingers + dont_cross_home + home_row + columns + strum,6,0.20398930165155948,3.665909244460631e-07,0.20398930165155948,True,8.40035705793445e-07,True
skip_fingers + dont_cross_home + columns + strum,4,0.20377034781436038,3.775162133608943e-07,0.20377034781436038,True,8.612088617295402e-07,True
hands + fingers + home_row + columns + strong_fingers,5,0.20199301932469432,4.785720462321714e-07,0.20199301932469432,True,1.0868902916650648e-06,True
hands + fingers + same_row + home_row + columns + strum,6,0.20106572428478056,5.411625421252366e-07,0.20106572428478056,True,1.2236020310884775e-06,True
fingers + skip_fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,7,0.20005884016135372,6.180267273539644e-07,0.20005884016135372,True,1.3912407827219199e-06,True
hands + fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,7,0.19997360729799873,6.24994720195147e-07,0.19997360729799873,True,1.4007557106128076e-06,True
fingers + skip_fingers + dont_cross_home + same_row + home_row + strum,6,0.19937718774197172,6.759103640050344e-07,0.19937718774197172,True,1.5082541310330681e-06,True
hands,1,-0.19836445824293295,7.716272501365489e-07,0.19836445824293295,False,1.7143544557381588e-06,True
fingers + skip_fingers + same_row + columns + strong_fingers,5,0.19725215115259154,8.917438369542334e-07,0.19725215115259154,True,1.9726454575048194e-06,True
hands + fingers + skip_fingers + dont_cross_home + same_row + columns + strong_fingers,7,0.19665217301863017,9.637930287738962e-07,0.19665217301863017,True,2.1228372314804353e-06,True
fingers + same_row + strong_fingers,3,0.19555735737931218,1.1099171176329247e-06,0.19555735737931218,True,2.43419591034517e-06,True
skip_fingers + dont_cross_home + home_row + strong_fingers,4,0.19528410777258623,1.1495768330275744e-06,0.19528410777258623,True,2.5104006909277373e-06,True
hands + skip_fingers + same_row + home_row + columns + strum + strong_fingers,7,0.19421404446882168,1.3183824440687446e-06,0.19421404446882168,True,2.866780548592036e-06,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + columns + strum,8,0.19340076102728093,1.4623321765051772e-06,0.19340076102728093,True,3.166320941500617e-06,True
fingers + skip_fingers + dont_cross_home + same_row,4,0.19304195294271337,1.530527235981909e-06,0.19304195294271337,True,3.29999754256015e-06,True
hands + fingers + dont_cross_home + same_row + home_row + strum,6,0.19162599341131317,1.8306188982458403e-06,0.19162599341131317,True,3.930446457998422e-06,True
skip_fingers + same_row + columns + strum + strong_fingers,5,0.19152402000434424,1.8542813088479096e-06,0.19152402000434424,True,3.9645930913024345e-06,True
hands + skip_fingers + dont_cross_home + same_row + columns + strum,6,0.19147286271379405,1.86626224691804e-06,0.19147286271379405,True,3.9735833673963274e-06,True
hands + fingers + same_row + columns + strong_fingers,5,0.19084198060370006,2.0202492518262825e-06,0.19084198060370006,True,4.283599036030002e-06,True
dont_cross_home + strum + strong_fingers,3,0.1905629178438052,2.092181519522984e-06,0.1905629178438052,True,4.417788249901838e-06,True
fingers + skip_fingers + home_row + columns,4,0.1888762815730985,2.582023786616544e-06,0.1888762815730985,True,5.429687880498165e-06,True
hands + fingers + skip_fingers + dont_cross_home + home_row + columns + strong_fingers,7,0.18748458013070343,3.067149439568559e-06,0.18748458013070343,True,6.42341542467022e-06,True
hands + fingers + same_row + home_row + strong_fingers,5,0.18735623483264513,3.1160401900320286e-06,0.18735623483264513,True,6.49916953920966e-06,True
skip_fingers + home_row + columns + strum + strong_fingers,5,0.1865996225134023,3.4197657188580073e-06,0.1865996225134023,True,7.103659684294479e-06,True
hands + skip_fingers + dont_cross_home + same_row + home_row + strong_fingers,6,0.1861436708807366,3.616261056768252e-06,0.1861436708807366,True,7.48141457493351e-06,True
hands + skip_fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,7,0.18580873262336092,3.7674361347512345e-06,0.18580873262336092,True,7.762741390555972e-06,True
skip_fingers + dont_cross_home + same_row + strum,4,0.18545387656350418,3.9341870580229874e-06,0.18545387656350418,True,8.073773440360429e-06,True
fingers + skip_fingers + dont_cross_home + same_row + strong_fingers,5,0.18522800327125075,4.043978184095774e-06,0.18522800327125075,True,8.265891408291763e-06,True
hands + skip_fingers + dont_cross_home + same_row + home_row,5,0.18408844855096643,4.644047461925938e-06,0.18408844855096643,True,9.454614553960775e-06,True
same_row + strum,2,0.18405418747733848,4.663344703801183e-06,0.18405418747733848,True,9.456226760485733e-06,True
hands + fingers + skip_fingers + same_row + home_row + columns + strong_fingers,7,0.1824108396972064,5.684436601347029e-06,0.1824108396972064,True,1.1481213846989454e-05,True
hands + fingers + dont_cross_home + same_row,4,0.1822048309944572,5.826573929763744e-06,0.1822048309944572,True,1.1721965661847533e-05,True
hands + fingers + home_row + columns,4,0.1818519339176625,6.077976487124976e-06,0.1818519339176625,True,1.2179788176160248e-05,True
hands + dont_cross_home + same_row + strum + strong_fingers,5,0.18156645870059704,6.288891140392581e-06,0.18156645870059704,True,1.2553216299768003e-05,True
skip_fingers + dont_cross_home + same_row + strum + strong_fingers,5,0.18122204284068938,6.552655890012516e-06,0.18122204284068938,True,1.302882163344901e-05,True
hands + fingers + dont_cross_home + columns,4,0.18073809539610702,6.941174397260287e-06,0.18073809539610702,True,1.3736247178871411e-05,True
hands + fingers + dont_cross_home + same_row + strong_fingers,5,0.18071263956533287,6.962207474222497e-06,0.18071263956533287,True,1.3736247178871411e-05,True
hands + fingers + skip_fingers + dont_cross_home + same_row + columns,6,0.1801018609831972,7.485487287852141e-06,0.1801018609831972,True,1.4700007692446198e-05,True
hands + same_row + columns + strum + strong_fingers,5,0.18007625654748485,7.5082231071007e-06,0.18007625654748485,True,1.4700007692446198e-05,True
hands + dont_cross_home + columns + strum,4,0.1798025144710058,7.75544889168302e-06,0.1798025144710058,True,1.5126085433778716e-05,True
hands + skip_fingers + dont_cross_home + home_row + columns + strum,6,0.17876201194526517,8.76787751375713e-06,0.17876201194526517,True,1.7035685967794268e-05,True
hands + same_row + home_row + strum + strong_fingers,5,0.1774089533132159,1.0273882840239198e-05,0.1774089533132159,True,1.98861898915236e-05,True
hands + skip_fingers + dont_cross_home + same_row + home_row + strum,6,0.17691760457959116,1.0879431114348695e-05,0.17691760457959116,True,2.0978827545027104e-05,True
same_row + strum + strong_fingers,3,0.17646581756454657,1.1466095489594633e-05,0.17646581756454657,True,2.2026972914221272e-05,True
hands + dont_cross_home + same_row + strum,4,0.17584868696825082,1.2316303052576413e-05,0.17584868696825082,True,2.3571651160548864e-05,True
fingers + skip_fingers + same_row + columns,4,0.17541697217868624,1.2946385388744003e-05,0.17541697217868624,True,2.4685085573314126e-05,True
hands + fingers + same_row + columns,4,0.17505950767293815,1.3491200846989175e-05,0.17505950767293815,True,2.5628266292979434e-05,True
skip_fingers + same_row + home_row + strum + strong_fingers,5,0.17501910230392378,1.3554137693159317e-05,0.17501910230392378,True,2.5652460597053375e-05,True
fingers + skip_fingers + same_row + home_row + strong_fingers,5,0.1748634552897978,1.3799199795541922e-05,0.1748634552897978,True,2.6019893341409303e-05,True
hands + fingers + same_row + home_row,4,0.17476546680373187,1.39556363473453e-05,0.17476546680373187,True,2.6218125637843562e-05,True
hands + home_row + columns + strum + strong_fingers,5,0.1738955259727464,1.5420432463200506e-05,0.1738955259727464,True,2.886388640547787e-05,True
hands + dont_cross_home + home_row + strong_fingers,4,0.1737430953495267,1.5691702152019584e-05,0.1737430953495267,True,2.9264451823656962e-05,True
hands + dont_cross_home + home_row + strum + strong_fingers,5,0.1735749814333416,1.5996142876130476e-05,0.1735749814333416,True,2.9723741853464265e-05,True
home_row + strum + strong_fingers,3,0.17254879058075942,1.7979807237895528e-05,0.17254879058075942,True,3.328870108175585e-05,True
fingers + skip_fingers + same_row + home_row,4,0.17238361818807713,1.8320165447346735e-05,0.17238361818807713,True,3.379640629456383e-05,True
skip_fingers + same_row + home_row + strum,4,0.17116342580889127,2.1031004897149376e-05,0.17116342580889127,True,3.865771044044364e-05,True
skip_fingers + dont_cross_home + home_row + strum + strong_fingers,5,0.17107657382524952,2.1237826021710328e-05,0.17107657382524952,True,3.8897953753025006e-05,True
fingers + skip_fingers + dont_cross_home + home_row + strong_fingers,5,0.17098363067963174,2.1461290853884766e-05,0.17098363067963174,True,3.91668558083397e-05,True
fingers + skip_fingers + dont_cross_home + home_row,4,0.17008189356750356,2.3748421156557983e-05,0.17008189356750356,True,4.318663064413213e-05,True
skip_fingers + same_row + columns + strum,4,0.169953703248429,2.409175568048822e-05,0.169953703248429,True,4.365562820116837e-05,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + strong_fingers,7,0.1694010580603075,2.562658056833911e-05,0.1694010580603075,True,4.627273028417415e-05,True
hands + skip_fingers + same_row + home_row + columns + strum,6,0.1692031067685518,2.619856493178498e-05,0.1692031067685518,True,4.713896718359903e-05,True
home_row + strum,2,0.16886988381516826,2.7188866287255076e-05,0.16886988381516826,True,4.874916025539419e-05,True
columns + strum,2,0.1676923229535035,3.098048314585414e-05,0.1676923229535035,True,5.5347551375077225e-05,True
hands + same_row + home_row + strum,4,0.16766166033062044,3.108561104627625e-05,0.16766166033062044,True,5.5347551375077225e-05,True
hands + skip_fingers + dont_cross_home + columns,4,0.16586595463673162,3.786749920960542e-05,0.16586595463673162,True,6.718851422259851e-05,True
hands + fingers + dont_cross_home + home_row + strong_fingers,5,0.165093330302901,4.1197396521764396e-05,0.165093330302901,True,7.284383952464224e-05,True
skip_fingers + dont_cross_home + home_row + strum,4,0.16493617279686965,4.1907814627830453e-05,0.16493617279686965,True,7.384445956834953e-05,True
skip_fingers + home_row + columns + strum,4,0.163094294381204,5.1146096585006636e-05,0.163094294381204,True,8.965758003338571e-05,True
hands + fingers + skip_fingers + same_row + home_row + columns,6,0.16307853002227082,5.123290287622041e-05,0.16307853002227082,True,8.965758003338571e-05,True
hands + fingers + skip_fingers + dont_cross_home + home_row + columns,6,0.16288251653282598,5.232394803090872e-05,0.16288251653282598,True,9.097725299135414e-05,True
hands + skip_fingers + dont_cross_home + columns + strum + strong_fingers,6,0.16287911446002493,5.234307706351881e-05,0.16287911446002493,True,9.097725299135414e-05,True
fingers + dont_cross_home + strum,3,0.16142532283928995,6.115110203665675e-05,0.16142532283928995,True,0.00010592614623976813,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row,6,0.16109712827288047,6.332461506863481e-05,0.16109712827288047,True,0.00010932053479754185,True
fingers + skip_fingers + dont_cross_home + columns + strum + strong_fingers,6,0.15858250554949638,8.256860262499929e-05,0.15858250554949638,True,0.0001420624779170863,True
hands + dont_cross_home + home_row + strum,4,0.15736696279492812,9.373539598957106e-05,0.15736696279492812,True,0.0001607341857405061,True
hands + fingers + skip_fingers + dont_cross_home + same_row + columns + strum + strong_fingers,8,0.15676850160790737,9.974205060594682e-05,0.15676850160790737,True,0.0001704621667546449,True
fingers + skip_fingers + dont_cross_home + columns + strum,5,0.15245148252192278,0.0001550893369189319,0.15245148252192278,True,0.00026416883721858066,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + strum + strong_fingers,8,0.15172670632142415,0.00016682928220863584,0.15172670632142415,True,0.00028322180467977713,True
hands + same_row + columns + strum,4,0.15153859769872616,0.00017000982729334054,0.15153859769872616,True,0.00028766563492350005,True
hands + dont_cross_home + home_row,3,0.151070637402938,0.00017817066799489294,0.151070637402938,True,0.0003004792453643244,True
hands + fingers + skip_fingers + dont_cross_home + home_row + columns + strum + strong_fingers,8,0.15089321642539985,0.00018135971487734506,0.15089321642539985,True,0.0003048513628365899,True
hands + fingers + dont_cross_home + home_row,4,0.149162372680343,0.00021540660881340368,0.149162372680343,True,0.00036089435115950583,True
hands + fingers + dont_cross_home + same_row + strum + strong_fingers,6,0.1484598990014927,0.00023086281338940075,0.1484598990014927,True,0.0003855258092875287,True
fingers + columns + strum + strong_fingers,4,0.1478966514359095,0.0002439992906517732,0.1478966514359095,True,0.0004061356271109319,True
fingers + dont_cross_home + strum + strong_fingers,4,0.1470444742663815,0.0002652102900181576,0.1470444742663815,True,0.00044000798116648873,True
hands + home_row + columns + strum,4,0.1464241260599872,0.0002817223488188769,0.1464241260599872,True,0.0004658903567846152,True
hands + skip_fingers,2,-0.14622817898714,0.00028713448047653056,0.14622817898714,False,0.0004733087726564746,True
hands + fingers + dont_cross_home + columns + strum + strong_fingers,6,0.1454461744313808,0.000309716240671149,0.1454461744313808,True,0.0005088906719709233,True
hands + skip_fingers + same_row + home_row + strong_fingers,5,0.14436259376883323,0.0003437572569221245,0.14436259376883323,True,0.0005630126868179668,True
fingers + skip_fingers + dont_cross_home + same_row + strum + strong_fingers,6,0.14342892750976782,0.00037585708135361265,0.14342892750976782,True,0.0006120612072603282,True
hands + skip_fingers + home_row + columns + strong_fingers,5,0.14342214331635425,0.0003761002330327652,0.14342214331635425,True,0.0006120612072603282,True
hands + fingers + dont_cross_home + home_row + strum + strong_fingers,6,0.14297053357684902,0.00039262021084771265,0.14297053357684902,True,0.0006369172309307338,True
hands + skip_fingers + same_row + columns + strong_fingers,5,0.14269755895182665,0.00040293108542716695,0.14269755895182665,True,0.000651575267890134,True
hands + skip_fingers + dont_cross_home + home_row + strum + strong_fingers,6,0.14172069812089227,0.00044193289422168023,0.14172069812089227,True,0.0007123902490450429,True
hands + skip_fingers + dont_cross_home + same_row + strong_fingers,5,0.14141966388703123,0.00045464294143941325,0.14141966388703123,True,0.0007305740348287428,True
fingers + skip_fingers + dont_cross_home + same_row + strum,5,0.141236088450862,0.0004625598965211293,0.141236088450862,True,0.0007409658530479531,True
hands + skip_fingers + dont_cross_home + same_row + strum + strong_fingers,6,0.14098634971861143,0.00047353637246046074,0.14098634971861143,True,0.0007561783947727983,True
fingers + columns + strum,3,0.1404174705440775,0.0004994508080837331,0.1404174705440775,True,0.0007950758969806468,True
hands + fingers + dont_cross_home + same_row + strum,5,0.13934727636666386,0.0005518112670994223,0.13934727636666386,True,0.0008757004890925615,True
hands + fingers + skip_fingers + dont_cross_home + same_row + columns + strum,7,0.1387254575477007,0.000584532473277668,0.1387254575477007,True,0.0009247557084981064,True
fingers + skip_fingers + same_row + columns + strum + strong_fingers,6,0.13858191414319745,0.0005923377095245513,0.13858191414319745,True,0.0009342116344661905,True
hands + skip_fingers + dont_cross_home + same_row,4,0.13818721779970053,0.0006143012166339079,0.13818721779970053,True,0.0009658705283074675,True
skip_fingers + columns + strong_fingers,3,0.13781466354748897,0.0006357238807161034,0.13781466354748897,True,0.0009964874326562235,True
hands + fingers + skip_fingers + dont_cross_home + same_row + home_row + strum,7,0.1373682684492833,0.0006623049660107873,0.1373682684492833,True,0.0010349780967324534,True
hands + fingers + skip_fingers + same_row + home_row + columns + strum + strong_fingers,8,0.13618085020839313,0.000738111816153072,0.13618085020839313,True,0.0011499242013848167,True
fingers + skip_fingers + home_row + columns + strum + strong_fingers,6,0.13597408686722806,0.0007521064905046925,0.13597408686722806,True,0.0011681654001455862,True
hands + fingers + skip_fingers + dont_cross_home + columns + strong_fingers,6,0.1342739150237806,0.0008768535352982092,0.1342739150237806,True,0.0013577944137496514,True
fingers + skip_fingers + dont_cross_home + home_row + strum + strong_fingers,6,0.13412896275406735,0.0008883294839020822,0.13412896275406735,True,0.0013714089615527614,True
hands + skip_fingers + same_row + home_row,4,0.13376263021135823,0.000917954092516554,0.13376263021135823,True,0.001412875124325178,True
hands + skip_fingers + dont_cross_home + home_row + strong_fingers,5,0.13139279127004586,0.0011327506416060693,0.13139279127004586,True,0.001738244978560665,True
hands + skip_fingers + dont_cross_home + same_row + strum,5,0.1310080415315428,0.0011717107200031793,0.1310080415315428,True,0.0017926472392863014,True
fingers + home_row + strum + strong_fingers,4,0.13068773344420598,0.0012050835891780165,0.13068773344420598,True,0.0018382021315521385,True
hands + fingers + same_row + home_row + strum + strong_fingers,6,0.13028152595640807,0.001248665891326971,0.13028152595640807,True,0.001899012709726435,True
hands + dont_cross_home + strum + strong_fingers,4,0.12998454757647065,0.001281442596023014,0.12998454757647065,True,0.001943077645601662,True
fingers + skip_fingers + home_row + columns + strum,5,0.12932541809481254,0.0013570384246171725,0.12932541809481254,True,0.0020516172632525894,True
fingers + skip_fingers + same_row + columns + strum,5,0.12859944894412784,0.0014450344967243435,0.12859944894412784,True,0.0021782083416700283,True
hands + fingers,2,-0.12762241379848652,0.001571751612121787,0.12762241379848652,False,0.0023597793981394513,True
fingers + home_row + strum,3,0.12760036466819435,0.0015747255866253483,0.12760036466819435,True,0.0023597793981394513,True
fingers + same_row + strum,3,0.1274508594210444,0.0015950274895924067,0.1274508594210444,True,0.002383213588250643,True
fingers + skip_fingers + same_row + home_row + strum + strong_fingers,6,0.1273739978012944,0.0016055581184883337,0.1273739978012944,True,0.002391953931625477,True
hands + fingers + skip_fingers + dont_cross_home + home_row + columns + strum,7,0.12679782636753667,0.0016865538781977347,0.12679782636753667,True,0.002505316952787914,True
hands + fingers + same_row + columns + strum + strong_fingers,6,0.12578089970727424,0.0018387154522016438,0.12578089970727424,True,0.0027234307132609856,True
fingers + skip_fingers + same_row + home_row + strum,5,0.12535622205901975,0.0019059054546866567,0.12535622205901975,True,0.002814791003886941,True
fingers + same_row + strum + strong_fingers,4,0.12418372679400239,0.0021032569441227344,0.12418372679400239,True,0.0030973034537369374,True
hands + fingers + skip_fingers,3,-0.1236443868768835,0.002200170436204393,0.1236443868768835,False,0.003230710037070244,True
hands + skip_fingers + dont_cross_home + columns + strum,5,0.12351685125603196,0.002223676172288971,0.12351685125603196,True,0.003255869696388722,True
hands + skip_fingers + same_row + home_row + strum + strong_fingers,6,0.12343458396926073,0.002238960192182695,0.12343458396926073,True,0.003268881880586735,True
hands + skip_fingers + dont_cross_home + home_row,4,0.12266678484869116,0.002386305459665064,0.12266678484869116,True,0.0034740800281733548,True
skip_fingers,1,-0.12204932014879286,0.0025111667971505773,0.12204932014879286,False,0.003645472253818026,True
fingers + skip_fingers + dont_cross_home + home_row + strum,5,0.12181954461836476,0.002559133144350986,0.12181954461836476,True,0.0037045808406893873,True
hands + skip_fingers + dont_cross_home + home_row + strum,5,0.12170874359852694,0.0025825606097150807,0.12170874359852694,True,0.0037279335354926733,True
skip_fingers + same_row,2,0.12160363032219552,0.00260496612190155,0.12160363032219552,True,0.0037496836289906813,True
hands + fingers + home_row + columns + strum + strong_fingers,6,0.12092495722909583,0.0027539482120215977,0.12092495722909583,True,0.0039529986975928,True
hands + fingers + skip_fingers + same_row + home_row + columns + strum,7,0.12047101715939447,0.0028578871483106076,0.12047101715939447,True,0.004090701212287732,True
hands + fingers + dont_cross_home + home_row + strum,5,0.11866292664481784,0.0033082964811038985,0.11866292664481784,True,0.004722177379452771,True
hands + dont_cross_home + strong_fingers,3,0.11825204383003339,0.003419251019785116,0.11825204383003339,True,0.0048669561869364745,True
hands + fingers + skip_fingers + dont_cross_home + home_row + strong_fingers,6,0.11755396251534375,0.003615532281753734,0.11755396251534375,True,0.005131942033445275,True
hands + fingers + dont_cross_home + strong_fingers,4,0.11751943340645246,0.003625501123431985,0.11751943340645246,True,0.005131942033445275,True
skip_fingers + dont_cross_home,2,0.11702007753527272,0.0037724841658288684,0.11702007753527272,True,0.005325246985465613,True
hands + fingers + skip_fingers + dont_cross_home + same_row + strong_fingers,6,0.11680503072946945,0.0038374301483189276,0.11680503072946945,True,0.00540200221980984,True
hands + fingers + same_row + home_row + strum,5,0.11577194300982377,0.004163782119779184,0.11577194300982377,True,0.005845309514305394,True
hands + fingers + dont_cross_home + columns + strum,5,0.11286984746304822,0.0052192481309827595,0.11286984746304822,True,0.0073069473833758634,True
skip_fingers + same_row + strong_fingers,3,0.11083303134057475,0.006098081880415251,0.11083303134057475,True,0.00851398863631747,True
hands + skip_fingers + same_row + columns + strum + strong_fingers,6,0.11048913846461711,0.006258934689920281,0.11048913846461711,True,0.008714756475611072,True
hands + fingers + same_row + columns + strum,5,0.10936157161359322,0.006813412996819448,0.10936157161359322,True,0.00946101641677918,True
hands + skip_fingers + home_row + columns + strum + strong_fingers,6,0.10892110769436474,0.007041704066247713,0.10892110769436474,True,0.009751519723177728,True
hands + skip_fingers + same_row + columns,4,0.10717727300319413,0.008014264676365696,0.10717727300319413,True,0.011068349323305056,True
hands + skip_fingers + same_row + home_row + strum,5,0.10682915376585146,0.00822220348756835,0.10682915376585146,True,0.011324921784763953,True
hands + fingers + skip_fingers + dont_cross_home + same_row,5,0.105686490663865,0.008939001790135518,0.105686490663865,True,0.012279112674084006,True
skip_fingers + dont_cross_home + strong_fingers,3,0.10508787863574028,0.009336307172135861,0.10508787863574028,True,0.012790490522684786,True
hands + fingers + skip_fingers + dont_cross_home + home_row + strum + strong_fingers,7,0.10492781581409479,0.009445171473079635,0.10492781581409479,True,0.012905033750651588,True
hands + skip_fingers + strong_fingers,3,-0.10389021245252396,0.01017868019378037,0.10389021245252396,False,0.013870148210724716,True
skip_fingers + dont_cross_home + strum + strong_fingers,4,0.10374551071357564,0.010284894691586362,0.10374551071357564,True,0.013977609540959127,True
hands + fingers + skip_fingers + dont_cross_home + same_row + strum + strong_fingers,7,0.10337684482008787,0.010559964310889043,0.10337684482008787,True,0.01431337337629788,True
hands + same_row + strong_fingers,3,0.10285922294881202,0.010957185787458756,0.10285922294881202,True,0.014812491897860911,True
hands + fingers + home_row + columns + strum,5,0.10249346711778805,0.011245796395698414,0.10249346711778805,True,0.015162538148289946,True
hands + dont_cross_home,2,0.10196709320586653,0.011672964856075923,0.10196709320586653,True,0.015697065898565257,True
hands + fingers + skip_fingers + dont_cross_home + columns + strum + strong_fingers,7,0.10022831929873237,0.013187843169610412,0.10022831929873237,True,0.017687632177613963,True
fingers + skip_fingers,2,-0.09979510665893628,0.013591257981693543,0.09979510665893628,False,0.018180975991218328,True
hands + skip_fingers + home_row + columns,4,0.09951813717763723,0.013854839927419304,0.09951813717763723,True,0.018440628424700328,True
hands + dont_cross_home + strum,3,0.0995153273804672,0.013857536820127055,0.0995153273804672,True,0.018440628424700328,True
hands + fingers + skip_fingers + same_row + home_row + strong_fingers,6,0.09940240333825365,0.013966306701333106,0.09940240333825365,True,0.01853709798540576,True
skip_fingers + home_row + strong_fingers,3,0.0980898673889144,0.015286788046182522,0.0980898673889144,True,0.02023717277616391,True
hands + skip_fingers + dont_cross_home + strum + strong_fingers,5,0.09561054353164417,0.018082762923316058,0.09561054353164417,True,0.02387672313647159,True
hands + columns + strong_fingers,3,0.09403584468789473,0.02008209163376858,0.09403584468789473,True,0.026448321713545733,True
hands + fingers + skip_fingers + dont_cross_home + home_row,5,0.09385762136877196,0.020320067576645805,0.09385762136877196,True,0.02669294224078665,True
hands + fingers + skip_fingers + dont_cross_home + columns,5,0.09317335843736148,0.021256685733643525,0.09317335843736148,True,0.027851708743312414,True
skip_fingers + strong_fingers,2,-0.09274618734909523,0.02186022606863632,0.09274618734909523,False,0.0285692468569646,True
hands + home_row + strong_fingers,3,0.0913119594014608,0.023996702449089122,0.0913119594014608,True,0.031281415692562604,True
hands + fingers + skip_fingers + strong_fingers,4,-0.0912701152772157,0.024061656145916738,0.0912701152772157,False,0.03128627554850751,True
skip_fingers + dont_cross_home + strum,3,0.09038899901711318,0.025465140802299575,0.09038899901711318,True,0.03302712423851544,True
hands + skip_fingers + dont_cross_home + strong_fingers,4,0.08982688395412933,0.026396957996894614,0.08982688395412933,True,0.03414897604155227,True
skip_fingers + home_row,2,0.08965314126949579,0.026690853223063804,0.08965314126949579,True,0.03444198484087274,True
hands + fingers + skip_fingers + same_row + columns + strong_fingers,6,0.08893838696775952,0.027929739873099848,0.08893838696775952,True,0.035949866688045395,True
hands + skip_fingers + strum,3,-0.08826561867419255,0.029140713754579745,0.08826561867419255,False,0.037414333488920225,True
hands + same_row,2,0.0881106388657507,0.0294259775246309,0.0881106388657507,True,0.037685901040316765,True
hands + strum,2,-0.08741611758374887,0.030733964434508536,0.08741611758374887,False,0.039262639565084655,True
hands + fingers + skip_fingers + dont_cross_home + same_row + strum,6,0.08720056684595062,0.031149904685523463,0.08720056684595062,True,0.03969476631995633,True
hands + fingers + dont_cross_home + strum + strong_fingers,5,0.08696037572338756,0.03161906014316011,0.08696037572338756,True,0.04019238739590751,True
hands + fingers + skip_fingers + home_row + columns + strong_fingers,6,0.08603879582089095,0.03347564625439651,0.08603879582089095,True,0.04244678718609582,True
hands + fingers + skip_fingers + strum,4,-0.08511912146624324,0.03542034334950218,0.08511912146624324,False,0.04480147389008815,True
